2m,4m,6m,mm (onlyライブたたき=>1エレガントのセット)
4,2,8,2,75744
3,5,5,3,75750
2,8,2,4,75756
9,6,0,0,75762
2,4,9,1,75768
1,7,6,2,75774
2,0,6,9,75780
1,3,3,10,75786
8,1,1,6,75792
0,2,7,8,75804
7,0,5,4,75810
6,3,2,5,75816
5,2,6,3,75834
4,5,3,4,75840
3,8,0,5,75846
3,4,7,2,75858
2,7,4,3,75864
3,0,4,10,75870
1,6,8,1,75882
0,9,5,2,75888
1,2,5,9,75894
0,5,2,10,75900
8,0,3,5,75900
7,3,0,6,75906
0,1,9,7,75912
6,2,4,4,75924
5,5,1,5,75930
5,1,8,2,75942
4,4,5,3,75948
3,7,2,4,75954
3,3,9,1,75966
2,6,6,2,75972
1,9,3,3,75978
2,2,3,10,75984
9,0,1,6,75990
0,8,7,1,75996
1,1,7,8,76002
0,4,4,9,76008
7,2,2,5,76014
6,1,6,3,76032
5,4,3,4,76038
4,7,0,5,76044
4,3,7,2,76056
3,6,4,3,76062
2,9,1,4,76068
2,5,8,1,76080
1,8,5,2,76086
2,1,5,9,76092
1,4,2,10,76098
0,7,9,0,76104
8,2,0,6,76104
1,0,9,7,76110
0,3,6,8,76116
7,1,4,4,76122
6,4,1,5,76128
6,0,8,2,76140
5,3,5,3,76146
4,6,2,4,76152
4,2,9,1,76164
3,5,6,2,76170
2,8,3,3,76176
3,1,3,10,76182
1,7,7,1,76194
2,0,7,8,76200
1,3,4,9,76206
0,6,1,10,76212
8,1,2,5,76212
0,2,8,7,76224
7,0,6,3,76230
6,3,3,4,76236
5,6,0,5,76242
5,2,7,2,76254
4,5,4,3,76260
3,8,1,4,76266
3,4,8,1,76278
2,7,5,2,76284
3,0,5,9,76290
2,3,2,10,76296
1,6,9,0,76302
9,1,0,6,76302
0,9,6,1,76308
1,2,6,8,76314
0,5,3,9,76320
8,0,4,4,76320
7,3,1,5,76326
6,2,5,3,76344
5,5,2,4,76350
5,1,9,1,76362
4,4,6,2,76368
3,7,3,3,76374
4,0,3,10,76380
2,6,7,1,76392
1,9,4,2,76398
2,2,4,9,76404
1,5,1,10,76410
9,0,2,5,76410
0,8,8,0,76416
1,1,8,7,76422
0,4,5,8,76428
7,2,3,4,76434
6,5,0,5,76440
6,1,7,2,76452
5,4,4,3,76458
4,7,1,4,76464
4,3,8,1,76476
3,6,5,2,76482
2,9,2,3,76488
3,2,2,10,76494
2,5,9,0,76500
1,8,6,1,76506
2,1,6,8,76512
1,4,3,9,76518
0,7,0,10,76524
8,2,1,5,76524
0,3,7,7,76536
7,1,5,3,76542
6,4,2,4,76548
6,0,9,1,76560
5,3,6,2,76566
4,6,3,3,76572
3,9,0,4,76578
3,5,7,1,76590
2,8,4,2,76596
3,1,4,9,76602
2,4,1,10,76608
1,7,8,0,76614
2,0,8,7,76620
1,3,5,8,76626
0,6,2,9,76632
8,1,3,4,76632
7,4,0,5,76638
0,2,9,6,76644
7,0,7,2,76650
6,3,4,3,76656
5,6,1,4,76662
5,2,8,1,76674
4,5,5,2,76680
3,8,2,3,76686
4,1,2,10,76692
3,4,9,0,76698
2,7,6,1,76704
3,0,6,8,76710
2,3,3,9,76716
1,6,0,10,76722
9,1,1,5,76722
0,9,7,0,76728
1,2,7,7,76734
0,5,4,8,76740
8,0,5,3,76740
7,3,2,4,76746
6,2,6,2,76764
5,5,3,3,76770
4,8,0,4,76776
4,4,7,1,76788
3,7,4,2,76794
4,0,4,9,76800
3,3,1,10,76806
2,6,8,0,76812
1,9,5,1,76818
2,2,5,8,76824
1,5,2,9,76830
9,0,3,4,76830
8,3,0,5,76836
1,1,9,6,76842
0,4,6,7,76848
7,2,4,3,76854
6,5,1,4,76860
6,1,8,1,76872
5,4,5,2,76878
4,7,2,3,76884
5,0,2,10,76890
4,3,9,0,76896
3,6,6,1,76902
2,9,3,2,76908
3,2,3,9,76914
2,5,0,10,76920
1,8,7,0,76926
2,1,7,7,76932
1,4,4,8,76938
0,7,1,9,76944
8,2,2,4,76944
0,3,8,6,76956
7,1,6,2,76962
6,4,3,3,76968
5,7,0,4,76974
5,3,7,1,76986
4,6,4,2,76992
3,9,1,3,76998
4,2,1,10,77004
3,5,8,0,77010
2,8,5,1,77016
3,1,5,8,77022
2,4,2,9,77028
9,2,0,5,77034
2,0,9,6,77040
1,3,6,7,77046
0,6,3,8,77052
8,1,4,3,77052
7,4,1,4,77058
7,0,8,1,77070
6,3,5,2,77076
5,6,2,3,77082
5,2,9,0,77094
4,5,6,1,77100
3,8,3,2,77106
4,1,3,9,77112
3,4,0,10,77118
2,7,7,0,77124
3,0,7,7,77130
2,3,4,8,77136
1,6,1,9,77142
9,1,2,4,77142
1,2,8,6,77154
0,5,5,7,77160
8,0,6,2,77160
7,3,3,3,77166
6,6,0,4,77172
6,2,7,1,77184
5,5,4,2,77190
4,8,1,3,77196
5,1,1,10,77202
4,4,8,0,77208
3,7,5,1,77214
4,0,5,8,77220
3,3,2,9,77226
1,9,6,0,77238
2,2,6,7,77244
1,5,3,8,77250
9,0,4,3,77250
0,8,0,9,77256
8,3,1,4,77256
0,4,7,6,77268
7,2,5,2,77274
6,5,2,3,77280
6,1,9,0,77292
5,4,6,1,77298
4,7,3,2,77304
5,0,3,9,77310
4,3,0,10,77316
3,6,7,0,77322
2,9,4,1,77328
3,2,4,8,77334
2,5,1,9,77340
2,1,8,6,77352
1,4,5,7,77358
0,7,2,8,77364
8,2,3,3,77364
7,5,0,4,77370
0,3,9,5,77376
7,1,7,1,77382
6,4,4,2,77388
5,7,1,3,77394
6,0,1,10,77400
5,3,8,0,77406
4,6,5,1,77412
3,9,2,2,77418
4,2,2,9,77424
2,8,6,0,77436
3,1,6,7,77442
2,4,3,8,77448
1,7,0,9,77454
9,2,1,4,77454
1,3,7,6,77466
0,6,4,7,77472
8,1,5,2,77472
7,4,2,3,77478
7,0,9,0,77490
6,3,6,1,77496
5,6,3,2,77502
4,9,0,3,77508
5,2,0,10,77514
4,5,7,0,77520
3,8,4,1,77526
4,1,4,8,77532
3,4,1,9,77538
3,0,8,6,77550
2,3,5,7,77556
1,6,2,8,77562
9,1,3,3,77562
8,4,0,4,77568
1,2,9,5,77574
0,5,6,6,77580
8,0,7,1,77580
7,3,4,2,77586
6,6,1,3,77592
6,2,8,0,77604
5,5,5,1,77610
4,8,2,2,77616
5,1,2,9,77622
3,7,6,0,77634
4,0,6,7,77640
3,3,3,8,77646
2,6,0,9,77652
2,2,7,6,77664
1,5,4,7,77670
9,0,5,2,77670
0,8,1,8,77676
8,3,2,3,77676
0,4,8,5,77688
7,2,6,1,77694
6,5,3,2,77700
5,8,0,3,77706
6,1,0,10,77712
5,4,7,0,77718
4,7,4,1,77724
5,0,4,8,77730
4,3,1,9,77736
2,9,5,0,77748
3,2,5,7,77754
2,5,2,8,77760
9,3,0,4,77766
2,1,9,5,77772
1,4,6,6,77778
0,7,3,7,77784
8,2,4,2,77784
7,5,1,3,77790
7,1,8,0,77802
6,4,5,1,77808
5,7,2,2,77814
6,0,2,9,77820
4,6,6,0,77832
3,9,3,1,77838
4,2,3,8,77844
3,5,0,9,77850
3,1,7,6,77862
2,4,4,7,77868
1,7,1,8,77874
9,2,2,3,77874
1,3,8,5,77886
0,6,5,6,77892
8,1,6,1,77892
7,4,3,2,77898
6,7,0,3,77904
7,0,0,10,77910
6,3,7,0,77916
5,6,4,1,77922
4,9,1,2,77928
5,2,1,9,77934
3,8,5,0,77946
4,1,5,7,77952
3,4,2,8,77958
3,0,9,5,77970
2,3,6,6,77976
1,6,3,7,77982
9,1,4,2,77982
0,9,0,8,77988
8,4,1,3,77988
0,5,7,5,78000
8,0,8,0,78000
7,3,5,1,78006
6,6,2,2,78012
5,5,6,0,78030
4,8,3,1,78036
5,1,3,8,78042
4,4,0,9,78048
4,0,7,6,78060
3,3,4,7,78066
2,6,1,8,78072
2,2,8,5,78084
1,5,5,6,78090
9,0,6,1,78090
0,8,2,7,78096
8,3,3,2,78096
7,6,0,3,78102
0,4,9,4,78108
7,2,7,0,78114
6,5,4,1,78120
5,8,1,2,78126
6,1,1,9,78132
4,7,5,0,78144
5,0,5,7,78150
4,3,2,8,78156
3,2,6,6,78174
2,5,3,7,78180
1,8,0,8,78186
9,3,1,3,78186
1,4,7,5,78198
0,7,4,6,78204
8,2,5,1,78204
7,5,2,2,78210
6,4,6,0,78228
5,7,3,1,78234
6,0,3,8,78240
5,3,0,9,78246
3,9,4,0,78258
4,2,4,7,78264
3,5,1,8,78270
3,1,8,5,78282
2,4,5,6,78288
1,7,2,7,78294
9,2,3,2,78294
8,5,0,3,78300
1,3,9,4,78306
0,6,6,5,78312
8,1,7,0,78312
7,4,4,1,78318
6,7,1,2,78324
7,0,1,9,78330
5,6,5,0,78342
4,9,2,1,78348
5,2,2,8,78354
4,1,6,6,78372
3,4,3,7,78378
2,7,0,8,78384
2,3,7,5,78396
1,6,4,6,78402
9,1,5,1,78402
0,9,1,7,78408
8,4,2,2,78408
0,5,8,4,78420
7,3,6,0,78426
6,6,3,1,78432
5,9,0,2,78438
6,2,0,9,78444
4,8,4,0,78456
5,1,4,7,78462
4,4,1,8,78468
4,0,8,5,78480
3,3,5,6,78486
2,6,2,7,78492
9,4,0,3,78498
2,2,9,4,78504
1,5,6,5,78510
9,0,7,0,78510
0,8,3,6,78516
8,3,4,1,78516
7,6,1,2,78522
6,5,5,0,78540
5,8,2,1,78546
6,1,2,8,78552
5,0,6,6,78570
4,3,3,7,78576
3,6,0,8,78582
3,2,7,5,78594
2,5,4,6,78600
1,8,1,7,78606
9,3,2,2,78606
1,4,8,4,78618
0,7,5,5,78624
8,2,6,0,78624
7,5,3,1,78630
6,8,0,2,78636
7,1,0,9,78642
5,7,4,0,78654
6,0,4,7,78660
5,3,1,8,78666
4,2,5,6,78684
3,5,2,7,78690
3,1,9,4,78702
2,4,6,5,78708
1,7,3,6,78714
9,2,4,1,78714
8,5,1,2,78720
0,6,7,4,78732
7,4,5,0,78738
6,7,2,1,78744
7,0,2,8,78750
4,9,3,0,78768
5,2,3,7,78774
4,5,0,8,78780
4,1,7,5,78792
3,4,4,6,78798
2,7,1,7,78804
2,3,8,4,78816
1,6,5,5,78822
9,1,6,0,78822
0,9,2,6,78828
8,4,3,1,78828
7,7,0,2,78834
0,5,9,3,78840
8,0,0,9,78840
6,6,4,0,78852
5,9,1,1,78858
6,2,1,8,78864
5,1,5,6,78882
4,4,2,7,78888
4,0,9,4,78900
3,3,6,5,78906
2,6,3,6,78912
1,9,0,7,78918
9,4,1,2,78918
1,5,7,4,78930
0,8,4,5,78936
8,3,5,0,78936
7,6,2,1,78942
0,0,8,10,78960
5,8,3,0,78966
6,1,3,7,78972
5,4,0,8,78978
5,0,7,5,78990
4,3,4,6,78996
3,6,1,7,79002
3,2,8,4,79014
2,5,5,5,79020
1,8,2,6,79026
9,3,3,1,79026
8,6,0,2,79032
1,4,9,3,79038
0,7,6,4,79044
7,5,4,0,79050
6,8,1,1,79056
7,1,1,8,79062
6,0,5,6,79080
5,3,2,7,79086
4,2,6,5,79104
3,5,3,6,79110
2,8,0,7,79116
2,4,7,4,79128
1,7,4,5,79134
9,2,5,0,79134
8,5,2,1,79140
0,6,8,3,79152
6,7,3,0,79164
7,0,3,7,79170
6,3,0,8,79176
5,2,4,6,79194
4,5,1,7,79200
4,1,8,4,79212
3,4,5,5,79218
2,7,2,6,79224
9,5,0,2,79230
2,3,9,3,79236
1,6,6,4,79242
0,9,3,5,79248
8,4,4,0,79248
7,7,1,1,79254
8,0,1,8,79260
0,1,7,10,79272
5,9,2,0,79278
6,2,2,7,79284
5,1,6,5,79302
4,4,3,6,79308
3,7,0,7,79314
3,3,7,4,79326
2,6,4,5,79332
1,9,1,6,79338
9,4,2,1,79338
1,5,8,3,79350
0,8,5,4,79356
7,6,3,0,79362
6,9,0,1,79368
7,2,0,8,79374
0,0,9,9,79380
6,1,4,6,79392
5,4,1,7,79398
5,0,8,4,79410
4,3,5,5,79416
3,6,2,6,79422
3,2,9,3,79434
2,5,6,4,79440
1,8,3,5,79446
9,3,4,0,79446
8,6,1,1,79452
0,7,7,3,79464
1,0,7,10,79470
6,8,2,0,79476
7,1,2,7,79482
6,0,6,5,79500
5,3,3,6,79506
4,6,0,7,79512
4,2,7,4,79524
3,5,4,5,79530
2,8,1,6,79536
2,4,8,3,79548
1,7,5,4,79554
8,5,3,0,79560
7,8,0,1,79566
0,6,9,2,79572
8,1,0,8,79572
0,2,6,10,79584
7,0,4,6,79590
6,3,1,7,79596
5,2,5,5,79614
4,5,2,6,79620
4,1,9,3,79632
3,4,6,4,79638
2,7,3,5,79644
9,5,1,1,79650
1,6,7,3,79662
0,9,4,4,79668
7,7,2,0,79674
8,0,2,7,79680
0,1,8,9,79692
6,2,3,6,79704
5,5,0,7,79710
5,1,7,4,79722
4,4,4,5,79728
3,7,1,6,79734
3,3,8,3,79746
2,6,5,4,79752
1,9,2,5,79758
9,4,3,0,79758
8,7,0,1,79764
1,5,9,2,79770
9,0,0,8,79770
0,8,6,3,79776
1,1,6,10,79782
6,9,1,0,79788
7,2,1,7,79794
6,1,5,5,79812
5,4,2,6,79818
5,0,9,3,79830
4,3,6,4,79836
3,6,3,5,79842
2,9,0,6,79848
2,5,7,3,79860
1,8,4,4,79866
8,6,2,0,79872
0,7,8,2,79884
1,0,8,9,79890
0,3,5,10,79896
7,1,3,6,79902
6,4,0,7,79908
6,0,7,4,79920
5,3,4,5,79926
4,6,1,6,79932
4,2,8,3,79944
3,5,5,4,79950
2,8,2,5,79956
9,6,0,1,79962
2,4,9,2,79968
1,7,6,3,79974
2,0,6,10,79980
7,8,1,0,79986
8,1,1,7,79992
0,2,7,9,80004
7,0,5,5,80010
6,3,2,6,80016
5,2,6,4,80034
4,5,3,5,80040
3,8,0,6,80046
3,4,7,3,80058
2,7,4,4,80064
9,5,2,0,80070
1,6,8,2,80082
0,9,5,3,80088
1,2,5,10,80094
8,0,3,6,80100
7,3,0,7,80106
0,1,9,8,80112
6,2,4,5,80124
5,5,1,6,80130
5,1,8,3,80142
4,4,5,4,80148
3,7,2,5,80154
3,3,9,2,80166
2,6,6,3,80172
1,9,3,4,80178
8,7,1,0,80184
9,0,1,7,80190
0,8,7,2,80196
1,1,7,9,80202
0,4,4,10,80208
7,2,2,6,80214
6,1,6,4,80232
5,4,3,5,80238
4,7,0,6,80244
4,3,7,3,80256
3,6,4,4,80262
2,9,1,5,80268
2,5,8,2,80280
1,8,5,3,80286
2,1,5,10,80292
7,9,0,0,80298
0,7,9,1,80304
8,2,0,7,80304
1,0,9,8,80310
0,3,6,9,80316
7,1,4,5,80322
6,4,1,6,80328
6,0,8,3,80340
5,3,5,4,80346
4,6,2,5,80352
4,2,9,2,80364
3,5,6,3,80370
2,8,3,4,80376
9,6,1,0,80382
1,7,7,2,80394
2,0,7,9,80400
1,3,4,10,80406
8,1,2,6,80412
0,2,8,8,80424
7,0,6,4,80430
6,3,3,5,80436
5,6,0,6,80442
5,2,7,3,80454
4,5,4,4,80460
3,8,1,5,80466
3,4,8,2,80478
2,7,5,3,80484
3,0,5,10,80490
8,8,0,0,80496
1,6,9,1,80502
9,1,0,7,80502
0,9,6,2,80508
1,2,6,9,80514
0,5,3,10,80520
8,0,4,5,80520
7,3,1,6,80526
6,2,5,4,80544
5,5,2,5,80550
5,1,9,2,80562
4,4,6,3,80568
3,7,3,4,80574
2,6,7,2,80592
1,9,4,3,80598
2,2,4,10,80604
9,0,2,6,80610
0,8,8,1,80616
1,1,8,8,80622
0,4,5,9,80628
7,2,3,5,80634
6,5,0,6,80640
6,1,7,3,80652
5,4,4,4,80658
4,7,1,5,80664
4,3,8,2,80676
3,6,5,3,80682
2,9,2,4,80688
9,7,0,0,80694
2,5,9,1,80700
1,8,6,2,80706
2,1,6,9,80712
1,4,3,10,80718
8,2,1,6,80724
0,3,7,8,80736
7,1,5,4,80742
6,4,2,5,80748
6,0,9,2,80760
5,3,6,3,80766
4,6,3,4,80772
3,9,0,5,80778
3,5,7,2,80790
2,8,4,3,80796
3,1,4,10,80802
1,7,8,1,80814
2,0,8,8,80820
1,3,5,9,80826
0,6,2,10,80832
8,1,3,5,80832
7,4,0,6,80838
0,2,9,7,80844
7,0,7,3,80850
6,3,4,4,80856
5,6,1,5,80862
5,2,8,2,80874
4,5,5,3,80880
3,8,2,4,80886
3,4,9,1,80898
2,7,6,2,80904
3,0,6,9,80910
2,3,3,10,80916
9,1,1,6,80922
0,9,7,1,80928
1,2,7,8,80934
0,5,4,9,80940
8,0,5,4,80940
7,3,2,5,80946
6,2,6,3,80964
5,5,3,4,80970
4,8,0,5,80976
4,4,7,2,80988
3,7,4,3,80994
4,0,4,10,81000
2,6,8,1,81012
1,9,5,2,81018
2,2,5,9,81024
1,5,2,10,81030
9,0,3,5,81030
0,8,9,0,81036
8,3,0,6,81036
1,1,9,7,81042
0,4,6,8,81048
7,2,4,4,81054
6,5,1,5,81060
6,1,8,2,81072
5,4,5,3,81078
4,7,2,4,81084
4,3,9,1,81096
3,6,6,2,81102
2,9,3,3,81108
3,2,3,10,81114
1,8,7,1,81126
2,1,7,8,81132
1,4,4,9,81138
0,7,1,10,81144
8,2,2,5,81144
0,3,8,7,81156
7,1,6,3,81162
6,4,3,4,81168
5,7,0,5,81174
5,3,7,2,81186
4,6,4,3,81192
3,9,1,4,81198
3,5,8,1,81210
2,8,5,2,81216
3,1,5,9,81222
2,4,2,10,81228
1,7,9,0,81234
9,2,0,6,81234
2,0,9,7,81240
1,3,6,8,81246
0,6,3,9,81252
8,1,4,4,81252
7,4,1,5,81258
7,0,8,2,81270
6,3,5,3,81276
5,6,2,4,81282
5,2,9,1,81294
4,5,6,2,81300
3,8,3,3,81306
4,1,3,10,81312
2,7,7,1,81324
3,0,7,8,81330
2,3,4,9,81336
1,6,1,10,81342
9,1,2,5,81342
0,9,8,0,81348
1,2,8,7,81354
0,5,5,8,81360
8,0,6,3,81360
7,3,3,4,81366
6,6,0,5,81372
6,2,7,2,81384
5,5,4,3,81390
4,8,1,4,81396
4,4,8,1,81408
3,7,5,2,81414
4,0,5,9,81420
3,3,2,10,81426
2,6,9,0,81432
1,9,6,1,81438
2,2,6,8,81444
1,5,3,9,81450
9,0,4,4,81450
0,8,0,10,81456
8,3,1,5,81456
0,4,7,7,81468
7,2,5,3,81474
6,5,2,4,81480
6,1,9,1,81492
5,4,6,2,81498
4,7,3,3,81504
5,0,3,10,81510
3,6,7,1,81522
2,9,4,2,81528
3,2,4,9,81534
2,5,1,10,81540
1,8,8,0,81546
2,1,8,7,81552
1,4,5,8,81558
0,7,2,9,81564
8,2,3,4,81564
7,5,0,5,81570
0,3,9,6,81576
7,1,7,2,81582
6,4,4,3,81588
5,7,1,4,81594
5,3,8,1,81606
4,6,5,2,81612
3,9,2,3,81618
4,2,2,10,81624
3,5,9,0,81630
2,8,6,1,81636
3,1,6,8,81642
2,4,3,9,81648
1,7,0,10,81654
9,2,1,5,81654
1,3,7,7,81666
0,6,4,8,81672
8,1,5,3,81672
7,4,2,4,81678
7,0,9,1,81690
6,3,6,2,81696
5,6,3,3,81702
4,9,0,4,81708
4,5,7,1,81720
3,8,4,2,81726
4,1,4,9,81732
3,4,1,10,81738
2,7,8,0,81744
3,0,8,7,81750
2,3,5,8,81756
1,6,2,9,81762
9,1,3,4,81762
8,4,0,5,81768
1,2,9,6,81774
0,5,6,7,81780
8,0,7,2,81780
7,3,4,3,81786
6,6,1,4,81792
6,2,8,1,81804
5,5,5,2,81810
4,8,2,3,81816
5,1,2,10,81822
4,4,9,0,81828
3,7,6,1,81834
4,0,6,8,81840
3,3,3,9,81846
2,6,0,10,81852
1,9,7,0,81858
2,2,7,7,81864
1,5,4,8,81870
9,0,5,3,81870
0,8,1,9,81876
8,3,2,4,81876
0,4,8,6,81888
7,2,6,2,81894
6,5,3,3,81900
5,8,0,4,81906
5,4,7,1,81918
4,7,4,2,81924
5,0,4,9,81930
4,3,1,10,81936
3,6,8,0,81942
2,9,5,1,81948
3,2,5,8,81954
2,5,2,9,81960
9,3,0,5,81966
2,1,9,6,81972
1,4,6,7,81978
0,7,3,8,81984
8,2,4,3,81984
7,5,1,4,81990
7,1,8,1,82002
6,4,5,2,82008
5,7,2,3,82014
6,0,2,10,82020
5,3,9,0,82026
4,6,6,1,82032
3,9,3,2,82038
4,2,3,9,82044
3,5,0,10,82050
2,8,7,0,82056
3,1,7,7,82062
2,4,4,8,82068
1,7,1,9,82074
9,2,2,4,82074
1,3,8,6,82086
0,6,5,7,82092
8,1,6,2,82092
7,4,3,3,82098
6,7,0,4,82104
6,3,7,1,82116
5,6,4,2,82122
4,9,1,3,82128
5,2,1,10,82134
4,5,8,0,82140
3,8,5,1,82146
4,1,5,8,82152
3,4,2,9,82158
3,0,9,6,82170
2,3,6,7,82176
1,6,3,8,82182
9,1,4,3,82182
0,9,0,9,82188
8,4,1,4,82188
0,5,7,6,82200
8,0,8,1,82200
7,3,5,2,82206
6,6,2,3,82212
6,2,9,0,82224
5,5,6,1,82230
4,8,3,2,82236
5,1,3,9,82242
4,4,0,10,82248
3,7,7,0,82254
4,0,7,7,82260
3,3,4,8,82266
2,6,1,9,82272
2,2,8,6,82284
1,5,5,7,82290
9,0,6,2,82290
0,8,2,8,82296
8,3,3,3,82296
7,6,0,4,82302
0,4,9,5,82308
7,2,7,1,82314
6,5,4,2,82320
5,8,1,3,82326
6,1,1,10,82332
5,4,8,0,82338
4,7,5,1,82344
5,0,5,8,82350
4,3,2,9,82356
2,9,6,0,82368
3,2,6,7,82374
2,5,3,8,82380
1,8,0,9,82386
9,3,1,4,82386
1,4,7,6,82398
0,7,4,7,82404
8,2,5,2,82404
7,5,2,3,82410
7,1,9,0,82422
6,4,6,1,82428
5,7,3,2,82434
6,0,3,9,82440
5,3,0,10,82446
4,6,7,0,82452
3,9,4,1,82458
4,2,4,8,82464
3,5,1,9,82470
3,1,8,6,82482
2,4,5,7,82488
1,7,2,8,82494
9,2,3,3,82494
8,5,0,4,82500
1,3,9,5,82506
0,6,6,6,82512
8,1,7,1,82512
7,4,4,2,82518
6,7,1,3,82524
7,0,1,10,82530
6,3,8,0,82536
5,6,5,1,82542
4,9,2,2,82548
5,2,2,9,82554
3,8,6,0,82566
4,1,6,7,82572
3,4,3,8,82578
2,7,0,9,82584
2,3,7,6,82596
1,6,4,7,82602
9,1,5,2,82602
0,9,1,8,82608
8,4,2,3,82608
0,5,8,5,82620
8,0,9,0,82620
7,3,6,1,82626
6,6,3,2,82632
5,9,0,3,82638
6,2,0,10,82644
5,5,7,0,82650
4,8,4,1,82656
5,1,4,8,82662
4,4,1,9,82668
4,0,8,6,82680
3,3,5,7,82686
2,6,2,8,82692
9,4,0,4,82698
2,2,9,5,82704
1,5,6,6,82710
9,0,7,1,82710
0,8,3,7,82716
8,3,4,2,82716
7,6,1,3,82722
7,2,8,0,82734
6,5,5,1,82740
5,8,2,2,82746
6,1,2,9,82752
4,7,6,0,82764
5,0,6,7,82770
4,3,3,8,82776
3,6,0,9,82782
3,2,7,6,82794
2,5,4,7,82800
1,8,1,8,82806
9,3,2,3,82806
1,4,8,5,82818
0,7,5,6,82824
8,2,6,1,82824
7,5,3,2,82830
6,8,0,3,82836
7,1,0,10,82842
6,4,7,0,82848
5,7,4,1,82854
6,0,4,8,82860
5,3,1,9,82866
3,9,5,0,82878
4,2,5,7,82884
3,5,2,8,82890
3,1,9,5,82902
2,4,6,6,82908
1,7,3,7,82914
9,2,4,2,82914
8,5,1,3,82920
0,6,7,5,82932
8,1,8,0,82932
7,4,5,1,82938
6,7,2,2,82944
7,0,2,9,82950
5,6,6,0,82962
4,9,3,1,82968
5,2,3,8,82974
4,5,0,9,82980
4,1,7,6,82992
3,4,4,7,82998
2,7,1,8,83004
2,3,8,5,83016
1,6,5,6,83022
9,1,6,1,83022
0,9,2,7,83028
8,4,3,2,83028
7,7,0,3,83034
0,5,9,4,83040
8,0,0,10,83040
7,3,7,0,83046
6,6,4,1,83052
5,9,1,2,83058
6,2,1,9,83064
4,8,5,0,83076
5,1,5,7,83082
4,4,2,8,83088
4,0,9,5,83100
3,3,6,6,83106
2,6,3,7,83112
1,9,0,8,83118
9,4,1,3,83118
1,5,7,5,83130
9,0,8,0,83130
0,8,4,6,83136
8,3,5,1,83136
7,6,2,2,83142
6,5,6,0,83160
5,8,3,1,83166
6,1,3,8,83172
5,4,0,9,83178
5,0,7,6,83190
4,3,4,7,83196
3,6,1,8,83202
3,2,8,5,83214
2,5,5,6,83220
1,8,2,7,83226
9,3,3,2,83226
8,6,0,3,83232
1,4,9,4,83238
0,7,6,5,83244
8,2,7,0,83244
7,5,4,1,83250
6,8,1,2,83256
7,1,1,9,83262
5,7,5,0,83274
6,0,5,7,83280
5,3,2,8,83286
4,2,6,6,83304
3,5,3,7,83310
2,8,0,8,83316
2,4,7,5,83328
1,7,4,6,83334
9,2,5,1,83334
8,5,2,2,83340
0,6,8,4,83352
7,4,6,0,83358
6,7,3,1,83364
7,0,3,8,83370
6,3,0,9,83376
4,9,4,0,83388
5,2,4,7,83394
4,5,1,8,83400
4,1,8,5,83412
3,4,5,6,83418
2,7,2,7,83424
9,5,0,3,83430
2,3,9,4,83436
1,6,6,5,83442
9,1,7,0,83442
0,9,3,6,83448
8,4,4,1,83448
7,7,1,2,83454
8,0,1,9,83460
6,6,5,0,83472
5,9,2,1,83478
6,2,2,8,83484
5,1,6,6,83502
4,4,3,7,83508
3,7,0,8,83514
3,3,7,5,83526
2,6,4,6,83532
1,9,1,7,83538
9,4,2,2,83538
1,5,8,4,83550
0,8,5,5,83556
8,3,6,0,83556
7,6,3,1,83562
6,9,0,2,83568
7,2,0,9,83574
0,0,9,10,83580
5,8,4,0,83586
6,1,4,7,83592
5,4,1,8,83598
5,0,8,5,83610
4,3,5,6,83616
3,6,2,7,83622
3,2,9,4,83634
2,5,6,5,83640
1,8,3,6,83646
9,3,4,1,83646
8,6,1,2,83652
0,7,7,4,83664
7,5,5,0,83670
6,8,2,1,83676
7,1,2,8,83682
6,0,6,6,83700
5,3,3,7,83706
4,6,0,8,83712
4,2,7,5,83724
3,5,4,6,83730
2,8,1,7,83736
2,4,8,4,83748
1,7,5,5,83754
9,2,6,0,83754
8,5,3,1,83760
7,8,0,2,83766
0,6,9,3,83772
8,1,0,9,83772
6,7,4,0,83784
7,0,4,7,83790
6,3,1,8,83796
5,2,5,6,83814
4,5,2,7,83820
4,1,9,4,83832
3,4,6,5,83838
2,7,3,6,83844
9,5,1,2,83850
1,6,7,4,83862
0,9,4,5,83868
8,4,5,0,83868
7,7,2,1,83874
8,0,2,8,83880
0,1,8,10,83892
5,9,3,0,83898
6,2,3,7,83904
5,5,0,8,83910
5,1,7,5,83922
4,4,4,6,83928
3,7,1,7,83934
3,3,8,4,83946
2,6,5,5,83952
1,9,2,6,83958
9,4,3,1,83958
8,7,0,2,83964
1,5,9,3,83970
9,0,0,9,83970
0,8,6,4,83976
7,6,4,0,83982
6,9,1,1,83988
7,2,1,8,83994
6,1,5,6,84012
5,4,2,7,84018
5,0,9,4,84030
4,3,6,5,84036
3,6,3,6,84042
2,9,0,7,84048
2,5,7,4,84060
1,8,4,5,84066
9,3,5,0,84066
8,6,2,1,84072
0,7,8,3,84084
1,0,8,10,84090
6,8,3,0,84096
7,1,3,7,84102
6,4,0,8,84108
6,0,7,5,84120
5,3,4,6,84126
4,6,1,7,84132
4,2,8,4,84144
3,5,5,5,84150
2,8,2,6,84156
9,6,0,2,84162
2,4,9,3,84168
1,7,6,4,84174
8,5,4,0,84180
7,8,1,1,84186
8,1,1,8,84192
0,2,7,10,84204
7,0,5,6,84210
6,3,2,7,84216
5,2,6,5,84234
