2m,4m,6m,mm,,,,,,,,,,
4,7,2,10,4055,,,,,,,,,
5,5,3,10,4055,,,,,,,,,
6,3,4,10,4055,,,,,,,,,
7,1,5,10,4055,,,,,,,,,
4,9,8,3,4057,,,,,,,,,
5,7,9,3,4057,,,,,,,,,
5,8,7,4,4058,,,,,,,,,
6,6,8,4,4058,,,,,,,,,
7,4,9,4,4058,,,,,,,,,
5,9,5,5,4059,,,,,,,,,
6,7,6,5,4059,,,,,,,,,
7,5,7,5,4059,,,,,,,,,
8,3,8,5,4059,,,,,,,,,
9,1,9,5,4059,,,,,,,,,
6,8,4,6,4060,,,,,,,,,
7,6,5,6,4060,,,,,,,,,
8,4,6,6,4060,,,,,,,,,
9,2,7,6,4060,,,,,,,,,
6,9,2,7,4061,,,,,,,,,
7,7,3,7,4061,,,,,,,,,
8,5,4,7,4061,,,,,,,,,
9,3,5,7,4061,,,,,,,,,
7,8,1,8,4062,,,,,,,,,
8,6,2,8,4062,,,,,,,,,
9,4,3,8,4062,,,,,,,,,
7,9,9,0,4063,,,,,,,,,
8,7,0,9,4063,,,,,,,,,
9,5,1,9,4063,,,,,,,,,
0,4,9,9,4064,,,,,,,,,
8,8,8,1,4064,,,,,,,,,
9,6,9,1,4064,,,,,,,,,
0,5,7,10,4065,,,,,,,,,
1,3,8,10,4065,,,,,,,,,
2,1,9,10,4065,,,,,,,,,
8,9,6,2,4065,,,,,,,,,
9,7,7,2,4065,,,,,,,,,
9,8,5,3,4066,,,,,,,,,
9,9,3,4,4067,,,,,,,,,
0,9,9,5,4069,,,,,,,,,
1,8,8,6,4070,,,,,,,,,
2,6,9,6,4070,,,,,,,,,
1,9,6,7,4071,,,,,,,,,
2,7,7,7,4071,,,,,,,,,
3,5,8,7,4071,,,,,,,,,
4,3,9,7,4071,,,,,,,,,
2,8,5,8,4072,,,,,,,,,
3,6,6,8,4072,,,,,,,,,
4,4,7,8,4072,,,,,,,,,
5,2,8,8,4072,,,,,,,,,
6,0,9,8,4072,,,,,,,,,
2,9,3,9,4073,,,,,,,,,
3,7,4,9,4073,,,,,,,,,
4,5,5,9,4073,,,,,,,,,
5,3,6,9,4073,,,,,,,,,
6,1,7,9,4073,,,,,,,,,
3,8,2,10,4074,,,,,,,,,
4,6,3,10,4074,,,,,,,,,
5,4,4,10,4074,,,,,,,,,
6,2,5,10,4074,,,,,,,,,
7,0,6,10,4074,,,,,,,,,
4,8,9,3,4076,,,,,,,,,
4,9,7,4,4077,,,,,,,,,
5,7,8,4,4077,,,,,,,,,
6,5,9,4,4077,,,,,,,,,
5,8,6,5,4078,,,,,,,,,
6,6,7,5,4078,,,,,,,,,
7,4,8,5,4078,,,,,,,,,
8,2,9,5,4078,,,,,,,,,
5,9,4,6,4079,,,,,,,,,
6,7,5,6,4079,,,,,,,,,
7,5,6,6,4079,,,,,,,,,
8,3,7,6,4079,,,,,,,,,
9,1,8,6,4079,,,,,,,,,
6,8,3,7,4080,,,,,,,,,
7,6,4,7,4080,,,,,,,,,
8,4,5,7,4080,,,,,,,,,
9,2,6,7,4080,,,,,,,,,
6,9,1,8,4081,,,,,,,,,
7,7,2,8,4081,,,,,,,,,
8,5,3,8,4081,,,,,,,,,
9,3,4,8,4081,,,,,,,,,
7,8,0,9,4082,,,,,,,,,
8,6,1,9,4082,,,,,,,,,
9,4,2,9,4082,,,,,,,,,
7,9,8,1,4083,,,,,,,,,
8,7,9,1,4083,,,,,,,,,
9,5,0,10,4083,,,,,,,,,
0,4,8,10,4084,,,,,,,,,
1,2,9,10,4084,,,,,,,,,
2,0,10,10,4084,,,,,,,,,
8,8,7,2,4084,,,,,,,,,
9,6,8,2,4084,,,,,,,,,
8,9,5,3,4085,,,,,,,,,
9,7,6,3,4085,,,,,,,,,
9,8,4,4,4086,,,,,,,,,
9,9,2,5,4087,,,,,,,,,
0,9,8,6,4089,,,,,,,,,
1,7,9,6,4089,,,,,,,,,
1,8,7,7,4090,,,,,,,,,
2,6,8,7,4090,,,,,,,,,
3,4,9,7,4090,,,,,,,,,
1,9,5,8,4091,,,,,,,,,
2,7,6,8,4091,,,,,,,,,
3,5,7,8,4091,,,,,,,,,
4,3,8,8,4091,,,,,,,,,
5,1,9,8,4091,,,,,,,,,
2,8,4,9,4092,,,,,,,,,
3,6,5,9,4092,,,,,,,,,
4,4,6,9,4092,,,,,,,,,
5,2,7,9,4092,,,,,,,,,
6,0,8,9,4092,,,,,,,,,
2,9,2,10,4093,,,,,,,,,
3,7,3,10,4093,,,,,,,,,
4,5,4,10,4093,,,,,,,,,
5,3,5,10,4093,,,,,,,,,
6,1,6,10,4093,,,,,,,,,
3,9,9,3,4095,,,,,,,,,
4,8,8,4,4096,,,,,,,,,
5,6,9,4,4096,,,,,,,,,
4,9,6,5,4097,,,,,,,,,
5,7,7,5,4097,,,,,,,,,
6,5,8,5,4097,,,,,,,,,
7,3,9,5,4097,,,,,,,,,
5,8,5,6,4098,,,,,,,,,
6,6,6,6,4098,,,,,,,,,
7,4,7,6,4098,,,,,,,,,
8,2,8,6,4098,,,,,,,,,
9,0,9,6,4098,,,,,,,,,
5,9,3,7,4099,,,,,,,,,
6,7,4,7,4099,,,,,,,,,
7,5,5,7,4099,,,,,,,,,
8,3,6,7,4099,,,,,,,,,
9,1,7,7,4099,,,,,,,,,
6,8,2,8,4100,,,,,,,,,
7,6,3,8,4100,,,,,,,,,
8,4,4,8,4100,,,,,,,,,
9,2,5,8,4100,,,,,,,,,
6,9,0,9,4101,,,,,,,,,
7,7,1,9,4101,,,,,,,,,
8,5,2,9,4101,,,,,,,,,
9,3,3,9,4101,,,,,,,,,
7,8,9,1,4102,,,,,,,,,
8,6,0,10,4102,,,,,,,,,
9,4,1,10,4102,,,,,,,,,
0,3,9,10,4103,,,,,,,,,
1,1,10,10,4103,,,,,,,,,
7,9,7,2,4103,,,,,,,,,
8,7,8,2,4103,,,,,,,,,
9,5,9,2,4103,,,,,,,,,
8,8,6,3,4104,,,,,,,,,
9,6,7,3,4104,,,,,,,,,
8,9,4,4,4105,,,,,,,,,
9,7,5,4,4105,,,,,,,,,
9,8,3,5,4106,,,,,,,,,
9,9,1,6,4107,,,,,,,,,
0,8,9,6,4108,,,,,,,,,
0,9,7,7,4109,,,,,,,,,
1,7,8,7,4109,,,,,,,,,
2,5,9,7,4109,,,,,,,,,
1,8,6,8,4110,,,,,,,,,
2,6,7,8,4110,,,,,,,,,
3,4,8,8,4110,,,,,,,,,
4,2,9,8,4110,,,,,,,,,
1,9,4,9,4111,,,,,,,,,
2,7,5,9,4111,,,,,,,,,
3,5,6,9,4111,,,,,,,,,
4,3,7,9,4111,,,,,,,,,
5,1,8,9,4111,,,,,,,,,
2,8,3,10,4112,,,,,,,,,
3,6,4,10,4112,,,,,,,,,
4,4,5,10,4112,,,,,,,,,
5,2,6,10,4112,,,,,,,,,
6,0,7,10,4112,,,,,,,,,
3,9,8,4,4115,,,,,,,,,
4,7,9,4,4115,,,,,,,,,
4,8,7,5,4116,,,,,,,,,
5,6,8,5,4116,,,,,,,,,
6,4,9,5,4116,,,,,,,,,
4,9,5,6,4117,,,,,,,,,
5,7,6,6,4117,,,,,,,,,
6,5,7,6,4117,,,,,,,,,
7,3,8,6,4117,,,,,,,,,
8,1,9,6,4117,,,,,,,,,
5,8,4,7,4118,,,,,,,,,
6,6,5,7,4118,,,,,,,,,
7,4,6,7,4118,,,,,,,,,
8,2,7,7,4118,,,,,,,,,
9,0,8,7,4118,,,,,,,,,
5,9,2,8,4119,,,,,,,,,
6,7,3,8,4119,,,,,,,,,
7,5,4,8,4119,,,,,,,,,
8,3,5,8,4119,,,,,,,,,
9,1,6,8,4119,,,,,,,,,
6,8,1,9,4120,,,,,,,,,
7,6,2,9,4120,,,,,,,,,
8,4,3,9,4120,,,,,,,,,
9,2,4,9,4120,,,,,,,,,
6,9,9,1,4121,,,,,,,,,
7,7,0,10,4121,,,,,,,,,
8,5,1,10,4121,,,,,,,,,
9,3,2,10,4121,,,,,,,,,
0,2,10,10,4122,,,,,,,,,
7,8,8,2,4122,,,,,,,,,
8,6,9,2,4122,,,,,,,,,
7,9,6,3,4123,,,,,,,,,
8,7,7,3,4123,,,,,,,,,
9,5,8,3,4123,,,,,,,,,
8,8,5,4,4124,,,,,,,,,
9,6,6,4,4124,,,,,,,,,
8,9,3,5,4125,,,,,,,,,
9,7,4,5,4125,,,,,,,,,
9,8,2,6,4126,,,,,,,,,
9,9,0,7,4127,,,,,,,,,
0,8,8,7,4128,,,,,,,,,
1,6,9,7,4128,,,,,,,,,
0,9,6,8,4129,,,,,,,,,
1,7,7,8,4129,,,,,,,,,
2,5,8,8,4129,,,,,,,,,
3,3,9,8,4129,,,,,,,,,
1,8,5,9,4130,,,,,,,,,
2,6,6,9,4130,,,,,,,,,
3,4,7,9,4130,,,,,,,,,
4,2,8,9,4130,,,,,,,,,
5,0,9,9,4130,,,,,,,,,
1,9,3,10,4131,,,,,,,,,
2,7,4,10,4131,,,,,,,,,
3,5,5,10,4131,,,,,,,,,
4,3,6,10,4131,,,,,,,,,
5,1,7,10,4131,,,,,,,,,
3,8,9,4,4134,,,,,,,,,
3,9,7,5,4135,,,,,,,,,
4,7,8,5,4135,,,,,,,,,
5,5,9,5,4135,,,,,,,,,
4,8,6,6,4136,,,,,,,,,
5,6,7,6,4136,,,,,,,,,
6,4,8,6,4136,,,,,,,,,
7,2,9,6,4136,,,,,,,,,
4,9,4,7,4137,,,,,,,,,
5,7,5,7,4137,,,,,,,,,
6,5,6,7,4137,,,,,,,,,
7,3,7,7,4137,,,,,,,,,
8,1,8,7,4137,,,,,,,,,
5,8,3,8,4138,,,,,,,,,
6,6,4,8,4138,,,,,,,,,
7,4,5,8,4138,,,,,,,,,
8,2,6,8,4138,,,,,,,,,
9,0,7,8,4138,,,,,,,,,
5,9,1,9,4139,,,,,,,,,
6,7,2,9,4139,,,,,,,,,
7,5,3,9,4139,,,,,,,,,
8,3,4,9,4139,,,,,,,,,
9,1,5,9,4139,,,,,,,,,
6,8,0,10,4140,,,,,,,,,
7,6,1,10,4140,,,,,,,,,
8,4,2,10,4140,,,,,,,,,
9,2,3,10,4140,,,,,,,,,
6,9,8,2,4141,,,,,,,,,
7,7,9,2,4141,,,,,,,,,
7,8,7,3,4142,,,,,,,,,
8,6,8,3,4142,,,,,,,,,
9,4,9,3,4142,,,,,,,,,
7,9,5,4,4143,,,,,,,,,
8,7,6,4,4143,,,,,,,,,
9,5,7,4,4143,,,,,,,,,
8,8,4,5,4144,,,,,,,,,
9,6,5,5,4144,,,,,,,,,
8,9,2,6,4145,,,,,,,,,
9,7,3,6,4145,,,,,,,,,
9,8,1,7,4146,,,,,,,,,
0,7,9,7,4147,,,,,,,,,
0,8,7,8,4148,,,,,,,,,
1,6,8,8,4148,,,,,,,,,
2,4,9,8,4148,,,,,,,,,
0,9,5,9,4149,,,,,,,,,
1,7,6,9,4149,,,,,,,,,
2,5,7,9,4149,,,,,,,,,
3,3,8,9,4149,,,,,,,,,
4,1,9,9,4149,,,,,,,,,
1,8,4,10,4150,,,,,,,,,
2,6,5,10,4150,,,,,,,,,
3,4,6,10,4150,,,,,,,,,
4,2,7,10,4150,,,,,,,,,
5,0,8,10,4150,,,,,,,,,
2,9,9,4,4153,,,,,,,,,
3,8,8,5,4154,,,,,,,,,
4,6,9,5,4154,,,,,,,,,
3,9,6,6,4155,,,,,,,,,
4,7,7,6,4155,,,,,,,,,
5,5,8,6,4155,,,,,,,,,
6,3,9,6,4155,,,,,,,,,
4,8,5,7,4156,,,,,,,,,
5,6,6,7,4156,,,,,,,,,
6,4,7,7,4156,,,,,,,,,
7,2,8,7,4156,,,,,,,,,
8,0,9,7,4156,,,,,,,,,
4,9,3,8,4157,,,,,,,,,
5,7,4,8,4157,,,,,,,,,
6,5,5,8,4157,,,,,,,,,
7,3,6,8,4157,,,,,,,,,
8,1,7,8,4157,,,,,,,,,
5,8,2,9,4158,,,,,,,,,
6,6,3,9,4158,,,,,,,,,
7,4,4,9,4158,,,,,,,,,
8,2,5,9,4158,,,,,,,,,
9,0,6,9,4158,,,,,,,,,
5,9,0,10,4159,,,,,,,,,
6,7,1,10,4159,,,,,,,,,
7,5,2,10,4159,,,,,,,,,
8,3,3,10,4159,,,,,,,,,
9,1,4,10,4159,,,,,,,,,
6,8,9,2,4160,,,,,,,,,
6,9,7,3,4161,,,,,,,,,
7,7,8,3,4161,,,,,,,,,
8,5,9,3,4161,,,,,,,,,
7,8,6,4,4162,,,,,,,,,
8,6,7,4,4162,,,,,,,,,
9,4,8,4,4162,,,,,,,,,
7,9,4,5,4163,,,,,,,,,
8,7,5,5,4163,,,,,,,,,
9,5,6,5,4163,,,,,,,,,
8,8,3,6,4164,,,,,,,,,
9,6,4,6,4164,,,,,,,,,
8,9,1,7,4165,,,,,,,,,
9,7,2,7,4165,,,,,,,,,
9,8,0,8,4166,,,,,,,,,
0,7,8,8,4167,,,,,,,,,
1,5,9,8,4167,,,,,,,,,
9,9,8,0,4167,,,,,,,,,
0,8,6,9,4168,,,,,,,,,
1,6,7,9,4168,,,,,,,,,
2,4,8,9,4168,,,,,,,,,
3,2,9,9,4168,,,,,,,,,
0,9,4,10,4169,,,,,,,,,
1,7,5,10,4169,,,,,,,,,
2,5,6,10,4169,,,,,,,,,
3,3,7,10,4169,,,,,,,,,
4,1,8,10,4169,,,,,,,,,
2,9,8,5,4173,,,,,,,,,
3,7,9,5,4173,,,,,,,,,
3,8,7,6,4174,,,,,,,,,
4,6,8,6,4174,,,,,,,,,
5,4,9,6,4174,,,,,,,,,
3,9,5,7,4175,,,,,,,,,
4,7,6,7,4175,,,,,,,,,
5,5,7,7,4175,,,,,,,,,
6,3,8,7,4175,,,,,,,,,
7,1,9,7,4175,,,,,,,,,
4,8,4,8,4176,,,,,,,,,
5,6,5,8,4176,,,,,,,,,
6,4,6,8,4176,,,,,,,,,
7,2,7,8,4176,,,,,,,,,
8,0,8,8,4176,,,,,,,,,
4,9,2,9,4177,,,,,,,,,
5,7,3,9,4177,,,,,,,,,
6,5,4,9,4177,,,,,,,,,
7,3,5,9,4177,,,,,,,,,
8,1,6,9,4177,,,,,,,,,
5,8,1,10,4178,,,,,,,,,
6,6,2,10,4178,,,,,,,,,
7,4,3,10,4178,,,,,,,,,
8,2,4,10,4178,,,,,,,,,
9,0,5,10,4178,,,,,,,,,
5,9,9,2,4179,,,,,,,,,
6,8,8,3,4180,,,,,,,,,
7,6,9,3,4180,,,,,,,,,
6,9,6,4,4181,,,,,,,,,
7,7,7,4,4181,,,,,,,,,
8,5,8,4,4181,,,,,,,,,
9,3,9,4,4181,,,,,,,,,
7,8,5,5,4182,,,,,,,,,
8,6,6,5,4182,,,,,,,,,
9,4,7,5,4182,,,,,,,,,
7,9,3,6,4183,,,,,,,,,
8,7,4,6,4183,,,,,,,,,
9,5,5,6,4183,,,,,,,,,
8,8,2,7,4184,,,,,,,,,
9,6,3,7,4184,,,,,,,,,
8,9,0,8,4185,,,,,,,,,
9,7,1,8,4185,,,,,,,,,
0,6,9,8,4186,,,,,,,,,
9,8,9,0,4186,,,,,,,,,
0,7,7,9,4187,,,,,,,,,
1,5,8,9,4187,,,,,,,,,
2,3,9,9,4187,,,,,,,,,
9,9,7,1,4187,,,,,,,,,
0,8,5,10,4188,,,,,,,,,
1,6,6,10,4188,,,,,,,,,
2,4,7,10,4188,,,,,,,,,
3,2,8,10,4188,,,,,,,,,
4,0,9,10,4188,,,,,,,,,
2,8,9,5,4192,,,,,,,,,
2,9,7,6,4193,,,,,,,,,
3,7,8,6,4193,,,,,,,,,
4,5,9,6,4193,,,,,,,,,
3,8,6,7,4194,,,,,,,,,
4,6,7,7,4194,,,,,,,,,
5,4,8,7,4194,,,,,,,,,
6,2,9,7,4194,,,,,,,,,
3,9,4,8,4195,,,,,,,,,
4,7,5,8,4195,,,,,,,,,
5,5,6,8,4195,,,,,,,,,
6,3,7,8,4195,,,,,,,,,
7,1,8,8,4195,,,,,,,,,
4,8,3,9,4196,,,,,,,,,
5,6,4,9,4196,,,,,,,,,
6,4,5,9,4196,,,,,,,,,
7,2,6,9,4196,,,,,,,,,
8,0,7,9,4196,,,,,,,,,
4,9,1,10,4197,,,,,,,,,
5,7,2,10,4197,,,,,,,,,
6,5,3,10,4197,,,,,,,,,
7,3,4,10,4197,,,,,,,,,
8,1,5,10,4197,,,,,,,,,
5,9,8,3,4199,,,,,,,,,
6,7,9,3,4199,,,,,,,,,
6,8,7,4,4200,,,,,,,,,
7,6,8,4,4200,,,,,,,,,
8,4,9,4,4200,,,,,,,,,
6,9,5,5,4201,,,,,,,,,
7,7,6,5,4201,,,,,,,,,
8,5,7,5,4201,,,,,,,,,
9,3,8,5,4201,,,,,,,,,
7,8,4,6,4202,,,,,,,,,
8,6,5,6,4202,,,,,,,,,
9,4,6,6,4202,,,,,,,,,
7,9,2,7,4203,,,,,,,,,
8,7,3,7,4203,,,,,,,,,
9,5,4,7,4203,,,,,,,,,
8,8,1,8,4204,,,,,,,,,
9,6,2,8,4204,,,,,,,,,
8,9,9,0,4205,,,,,,,,,
9,7,0,9,4205,,,,,,,,,
0,6,8,9,4206,,,,,,,,,
1,4,9,9,4206,,,,,,,,,
9,8,8,1,4206,,,,,,,,,
0,7,6,10,4207,,,,,,,,,
1,5,7,10,4207,,,,,,,,,
2,3,8,10,4207,,,,,,,,,
3,1,9,10,4207,,,,,,,,,
9,9,6,2,4207,,,,,,,,,
1,9,9,5,4211,,,,,,,,,
2,8,8,6,4212,,,,,,,,,
3,6,9,6,4212,,,,,,,,,
2,9,6,7,4213,,,,,,,,,
3,7,7,7,4213,,,,,,,,,
4,5,8,7,4213,,,,,,,,,
5,3,9,7,4213,,,,,,,,,
3,8,5,8,4214,,,,,,,,,
4,6,6,8,4214,,,,,,,,,
5,4,7,8,4214,,,,,,,,,
6,2,8,8,4214,,,,,,,,,
7,0,9,8,4214,,,,,,,,,
3,9,3,9,4215,,,,,,,,,
4,7,4,9,4215,,,,,,,,,
5,5,5,9,4215,,,,,,,,,
6,3,6,9,4215,,,,,,,,,
7,1,7,9,4215,,,,,,,,,
4,8,2,10,4216,,,,,,,,,
5,6,3,10,4216,,,,,,,,,
6,4,4,10,4216,,,,,,,,,
7,2,5,10,4216,,,,,,,,,
8,0,6,10,4216,,,,,,,,,
5,8,9,3,4218,,,,,,,,,
5,9,7,4,4219,,,,,,,,,
6,7,8,4,4219,,,,,,,,,
7,5,9,4,4219,,,,,,,,,
6,8,6,5,4220,,,,,,,,,
7,6,7,5,4220,,,,,,,,,
8,4,8,5,4220,,,,,,,,,
9,2,9,5,4220,,,,,,,,,
6,9,4,6,4221,,,,,,,,,
7,7,5,6,4221,,,,,,,,,
8,5,6,6,4221,,,,,,,,,
9,3,7,6,4221,,,,,,,,,
7,8,3,7,4222,,,,,,,,,
8,6,4,7,4222,,,,,,,,,
9,4,5,7,4222,,,,,,,,,
7,9,1,8,4223,,,,,,,,,
8,7,2,8,4223,,,,,,,,,
9,5,3,8,4223,,,,,,,,,
8,8,0,9,4224,,,,,,,,,
9,6,1,9,4224,,,,,,,,,
0,5,9,9,4225,,,,,,,,,
8,9,8,1,4225,,,,,,,,,
9,7,9,1,4225,,,,,,,,,
0,6,7,10,4226,,,,,,,,,
1,4,8,10,4226,,,,,,,,,
2,2,9,10,4226,,,,,,,,,
3,0,10,10,4226,,,,,,,,,
9,8,7,2,4226,,,,,,,,,
9,9,5,3,4227,,,,,,,,,
1,9,8,6,4231,,,,,,,,,
2,7,9,6,4231,,,,,,,,,
2,8,7,7,4232,,,,,,,,,
3,6,8,7,4232,,,,,,,,,
4,4,9,7,4232,,,,,,,,,
2,9,5,8,4233,,,,,,,,,
3,7,6,8,4233,,,,,,,,,
4,5,7,8,4233,,,,,,,,,
5,3,8,8,4233,,,,,,,,,
6,1,9,8,4233,,,,,,,,,
3,8,4,9,4234,,,,,,,,,
4,6,5,9,4234,,,,,,,,,
5,4,6,9,4234,,,,,,,,,
6,2,7,9,4234,,,,,,,,,
7,0,8,9,4234,,,,,,,,,
3,9,2,10,4235,,,,,,,,,
4,7,3,10,4235,,,,,,,,,
5,5,4,10,4235,,,,,,,,,
6,3,5,10,4235,,,,,,,,,
7,1,6,10,4235,,,,,,,,,
4,9,9,3,4237,,,,,,,,,
5,8,8,4,4238,,,,,,,,,
6,6,9,4,4238,,,,,,,,,
5,9,6,5,4239,,,,,,,,,
6,7,7,5,4239,,,,,,,,,
7,5,8,5,4239,,,,,,,,,
8,3,9,5,4239,,,,,,,,,
6,8,5,6,4240,,,,,,,,,
7,6,6,6,4240,,,,,,,,,
8,4,7,6,4240,,,,,,,,,
9,2,8,6,4240,,,,,,,,,
6,9,3,7,4241,,,,,,,,,
7,7,4,7,4241,,,,,,,,,
8,5,5,7,4241,,,,,,,,,
9,3,6,7,4241,,,,,,,,,
7,8,2,8,4242,,,,,,,,,
8,6,3,8,4242,,,,,,,,,
9,4,4,8,4242,,,,,,,,,
7,9,0,9,4243,,,,,,,,,
8,7,1,9,4243,,,,,,,,,
9,5,2,9,4243,,,,,,,,,
8,8,9,1,4244,,,,,,,,,
9,6,0,10,4244,,,,,,,,,
0,5,8,10,4245,,,,,,,,,
1,3,9,10,4245,,,,,,,,,
2,1,10,10,4245,,,,,,,,,
8,9,7,2,4245,,,,,,,,,
9,7,8,2,4245,,,,,,,,,
9,8,6,3,4246,,,,,,,,,
9,9,4,4,4247,,,,,,,,,
1,8,9,6,4250,,,,,,,,,
1,9,7,7,4251,,,,,,,,,
2,7,8,7,4251,,,,,,,,,
3,5,9,7,4251,,,,,,,,,
2,8,6,8,4252,,,,,,,,,
3,6,7,8,4252,,,,,,,,,
4,4,8,8,4252,,,,,,,,,
5,2,9,8,4252,,,,,,,,,
2,9,4,9,4253,,,,,,,,,
3,7,5,9,4253,,,,,,,,,
4,5,6,9,4253,,,,,,,,,
5,3,7,9,4253,,,,,,,,,
6,1,8,9,4253,,,,,,,,,
3,8,3,10,4254,,,,,,,,,
4,6,4,10,4254,,,,,,,,,
5,4,5,10,4254,,,,,,,,,
6,2,6,10,4254,,,,,,,,,
7,0,7,10,4254,,,,,,,,,
4,9,8,4,4257,,,,,,,,,
5,7,9,4,4257,,,,,,,,,
5,8,7,5,4258,,,,,,,,,
6,6,8,5,4258,,,,,,,,,
7,4,9,5,4258,,,,,,,,,
5,9,5,6,4259,,,,,,,,,
6,7,6,6,4259,,,,,,,,,
7,5,7,6,4259,,,,,,,,,
8,3,8,6,4259,,,,,,,,,
9,1,9,6,4259,,,,,,,,,
6,8,4,7,4260,,,,,,,,,
7,6,5,7,4260,,,,,,,,,
8,4,6,7,4260,,,,,,,,,
9,2,7,7,4260,,,,,,,,,
6,9,2,8,4261,,,,,,,,,
7,7,3,8,4261,,,,,,,,,
8,5,4,8,4261,,,,,,,,,
9,3,5,8,4261,,,,,,,,,
7,8,1,9,4262,,,,,,,,,
8,6,2,9,4262,,,,,,,,,
9,4,3,9,4262,,,,,,,,,
7,9,9,1,4263,,,,,,,,,
8,7,0,10,4263,,,,,,,,,
9,5,1,10,4263,,,,,,,,,
0,4,9,10,4264,,,,,,,,,
1,2,10,10,4264,,,,,,,,,
8,8,8,2,4264,,,,,,,,,
9,6,9,2,4264,,,,,,,,,
8,9,6,3,4265,,,,,,,,,
9,7,7,3,4265,,,,,,,,,
9,8,5,4,4266,,,,,,,,,
9,9,3,5,4267,,,,,,,,,
0,9,9,6,4269,,,,,,,,,
1,8,8,7,4270,,,,,,,,,
2,6,9,7,4270,,,,,,,,,
1,9,6,8,4271,,,,,,,,,
2,7,7,8,4271,,,,,,,,,
3,5,8,8,4271,,,,,,,,,
4,3,9,8,4271,,,,,,,,,
2,8,5,9,4272,,,,,,,,,
3,6,6,9,4272,,,,,,,,,
4,4,7,9,4272,,,,,,,,,
5,2,8,9,4272,,,,,,,,,
6,0,9,9,4272,,,,,,,,,
2,9,3,10,4273,,,,,,,,,
3,7,4,10,4273,,,,,,,,,
4,5,5,10,4273,,,,,,,,,
5,3,6,10,4273,,,,,,,,,
6,1,7,10,4273,,,,,,,,,
4,8,9,4,4276,,,,,,,,,
4,9,7,5,4277,,,,,,,,,
5,7,8,5,4277,,,,,,,,,
6,5,9,5,4277,,,,,,,,,
5,8,6,6,4278,,,,,,,,,
6,6,7,6,4278,,,,,,,,,
7,4,8,6,4278,,,,,,,,,
8,2,9,6,4278,,,,,,,,,
5,9,4,7,4279,,,,,,,,,
6,7,5,7,4279,,,,,,,,,
7,5,6,7,4279,,,,,,,,,
8,3,7,7,4279,,,,,,,,,
9,1,8,7,4279,,,,,,,,,
6,8,3,8,4280,,,,,,,,,
7,6,4,8,4280,,,,,,,,,
8,4,5,8,4280,,,,,,,,,
9,2,6,8,4280,,,,,,,,,
6,9,1,9,4281,,,,,,,,,
7,7,2,9,4281,,,,,,,,,
8,5,3,9,4281,,,,,,,,,
9,3,4,9,4281,,,,,,,,,
7,8,0,10,4282,,,,,,,,,
8,6,1,10,4282,,,,,,,,,
9,4,2,10,4282,,,,,,,,,
0,3,10,10,4283,,,,,,,,,
7,9,8,2,4283,,,,,,,,,
8,7,9,2,4283,,,,,,,,,
8,8,7,3,4284,,,,,,,,,
9,6,8,3,4284,,,,,,,,,
8,9,5,4,4285,,,,,,,,,
9,7,6,4,4285,,,,,,,,,
9,8,4,5,4286,,,,,,,,,
9,9,2,6,4287,,,,,,,,,
0,9,8,7,4289,,,,,,,,,
1,7,9,7,4289,,,,,,,,,
1,8,7,8,4290,,,,,,,,,
2,6,8,8,4290,,,,,,,,,
3,4,9,8,4290,,,,,,,,,
1,9,5,9,4291,,,,,,,,,
2,7,6,9,4291,,,,,,,,,
3,5,7,9,4291,,,,,,,,,
4,3,8,9,4291,,,,,,,,,
5,1,9,9,4291,,,,,,,,,
2,8,4,10,4292,,,,,,,,,
3,6,5,10,4292,,,,,,,,,
4,4,6,10,4292,,,,,,,,,
5,2,7,10,4292,,,,,,,,,
6,0,8,10,4292,,,,,,,,,
3,9,9,4,4295,,,,,,,,,
4,8,8,5,4296,,,,,,,,,
5,6,9,5,4296,,,,,,,,,
4,9,6,6,4297,,,,,,,,,
5,7,7,6,4297,,,,,,,,,
6,5,8,6,4297,,,,,,,,,
7,3,9,6,4297,,,,,,,,,
5,8,5,7,4298,,,,,,,,,
6,6,6,7,4298,,,,,,,,,
7,4,7,7,4298,,,,,,,,,
8,2,8,7,4298,,,,,,,,,
9,0,9,7,4298,,,,,,,,,
5,9,3,8,4299,,,,,,,,,
6,7,4,8,4299,,,,,,,,,
7,5,5,8,4299,,,,,,,,,
8,3,6,8,4299,,,,,,,,,
9,1,7,8,4299,,,,,,,,,
6,8,2,9,4300,,,,,,,,,
7,6,3,9,4300,,,,,,,,,
8,4,4,9,4300,,,,,,,,,
9,2,5,9,4300,,,,,,,,,
6,9,0,10,4301,,,,,,,,,
7,7,1,10,4301,,,,,,,,,
8,5,2,10,4301,,,,,,,,,
9,3,3,10,4301,,,,,,,,,
7,8,9,2,4302,,,,,,,,,
7,9,7,3,4303,,,,,,,,,
8,7,8,3,4303,,,,,,,,,
9,5,9,3,4303,,,,,,,,,
8,8,6,4,4304,,,,,,,,,
9,6,7,4,4304,,,,,,,,,
8,9,4,5,4305,,,,,,,,,
9,7,5,5,4305,,,,,,,,,
9,8,3,6,4306,,,,,,,,,
9,9,1,7,4307,,,,,,,,,
0,8,9,7,4308,,,,,,,,,
0,9,7,8,4309,,,,,,,,,
1,7,8,8,4309,,,,,,,,,
2,5,9,8,4309,,,,,,,,,
1,8,6,9,4310,,,,,,,,,
2,6,7,9,4310,,,,,,,,,
3,4,8,9,4310,,,,,,,,,
