"2m","2mp","4m","6m","mm"
8,7,9,4,2,2381
8,9,0,1,8,2381
8,9,0,5,5,2381
8,9,0,9,2,2381
9,0,8,3,8,2381
9,0,8,7,5,2381
9,4,6,2,7,2381
9,4,6,6,4,2381
9,8,4,1,6,2381
9,8,4,5,3,2381
9,8,4,9,0,2381
0,2,2,8,10,2382
0,4,9,2,9,2382
0,4,9,6,6,2382
0,6,0,7,9,2382
0,8,7,1,8,2382
0,8,7,5,5,2382
0,8,7,9,2,2382
1,1,6,8,8,2382
1,5,4,3,10,2382
1,5,4,7,7,2382
1,9,2,2,9,2382
1,9,2,6,6,2382
2,2,1,9,9,2382
2,4,8,3,8,2382
2,4,8,7,5,2382
2,8,6,2,7,2382
2,8,6,6,4,2382
3,1,5,5,10,2382
3,1,5,9,7,2382
3,5,3,4,9,2382
3,5,3,8,6,2382
3,9,1,3,8,2382
3,9,1,7,5,2382
4,0,9,5,8,2382
4,0,9,9,5,2382
4,4,7,0,10,2382
4,4,7,4,7,2382
4,4,7,8,4,2382
4,8,5,3,6,2382
4,8,5,7,3,2382
5,1,4,6,9,2382
5,5,2,5,8,2382
5,5,2,9,5,2382
5,7,9,3,4,2382
5,7,9,7,1,2382
5,9,0,0,10,2382
5,9,0,4,7,2382
5,9,0,8,4,2382
6,0,8,2,10,2382
6,0,8,6,7,2382
6,4,6,1,9,2382
6,4,6,5,6,2382
6,4,6,9,3,2382
6,8,4,0,8,2382
6,8,4,4,5,2382
6,8,4,8,2,2382
7,1,3,7,8,2382
7,5,1,2,10,2382
7,5,1,6,7,2382
7,7,8,0,6,2382
7,7,8,4,3,2382
7,7,8,8,0,2382
8,0,7,3,9,2382
8,0,7,7,6,2382
8,4,5,2,8,2382
8,4,5,6,5,2382
8,8,3,1,7,2382
8,8,3,5,4,2382
8,8,3,9,1,2382
9,1,2,4,10,2382
9,1,2,8,7,2382
9,3,9,2,6,2382
9,3,9,6,3,2382
9,5,0,3,9,2382
9,5,0,7,6,2382
9,7,7,1,5,2382
9,7,7,5,2,2382
0,1,5,8,9,2383
0,5,3,7,8,2383
0,9,1,2,10,2383
0,9,1,6,7,2383
1,0,9,4,10,2383
1,0,9,8,7,2383
1,2,0,9,10,2383
1,4,7,3,9,2383
1,4,7,7,6,2383
1,8,5,2,8,2383
1,8,5,6,5,2383
2,1,4,9,8,2383
2,5,2,4,10,2383
2,5,2,8,7,2383
2,7,9,2,6,2383
2,7,9,6,3,2383
2,9,0,3,9,2383
2,9,0,7,6,2383
3,0,8,5,9,2383
3,0,8,9,6,2383
3,4,6,4,8,2383
3,4,6,8,5,2383
3,8,4,3,7,2383
3,8,4,7,4,2383
4,1,3,6,10,2383
4,5,1,5,9,2383
4,5,1,9,6,2383
4,7,8,3,5,2383
4,7,8,7,2,2383
5,0,7,6,8,2383
5,4,5,1,10,2383
5,4,5,5,7,2383
5,4,5,9,4,2383
5,8,3,0,9,2383
5,8,3,4,6,2383
5,8,3,8,3,2383
6,1,2,7,9,2383
6,3,9,1,8,2383
6,3,9,5,5,2383
6,3,9,9,2,2383
6,5,0,6,8,2383
6,7,7,0,7,2383
6,7,7,4,4,2383
6,7,7,8,1,2383
7,0,6,3,10,2383
7,0,6,7,7,2383
7,4,4,2,9,2383
7,4,4,6,6,2383
7,8,2,1,8,2383
7,8,2,5,5,2383
7,8,2,9,2,2383
8,1,1,8,8,2383
8,3,8,2,7,2383
8,3,8,6,4,2383
8,7,6,1,6,2383
8,7,6,5,3,2383
8,7,6,9,0,2383
9,0,5,4,9,2383
9,0,5,8,6,2383
9,4,3,3,8,2383
9,4,3,7,5,2383
9,8,1,2,7,2383
9,8,1,6,4,2383
0,0,8,8,8,2384
0,4,6,3,10,2384
0,4,6,7,7,2384
0,8,4,2,9,2384
0,8,4,6,6,2384
1,1,3,9,9,2384
1,5,1,8,8,2384
1,7,8,2,7,2384
1,7,8,6,4,2384
2,0,7,5,10,2384
2,0,7,9,7,2384
2,4,5,4,9,2384
2,4,5,8,6,2384
2,8,3,3,8,2384
2,8,3,7,5,2384
3,3,9,0,10,2384
3,3,9,4,7,2384
3,3,9,8,4,2384
3,5,0,5,10,2384
3,5,0,9,7,2384
3,7,7,3,6,2384
3,7,7,7,3,2384
4,0,6,6,9,2384
4,4,4,5,8,2384
4,4,4,9,5,2384
4,8,2,0,10,2384
4,8,2,4,7,2384
4,8,2,8,4,2384
5,1,1,7,10,2384
5,3,8,1,9,2384
5,3,8,5,6,2384
5,3,8,9,3,2384
5,7,6,0,8,2384
5,7,6,4,5,2384
5,7,6,8,2,2384
6,0,5,7,8,2384
6,4,3,2,10,2384
6,4,3,6,7,2384
6,8,1,1,9,2384
6,8,1,5,6,2384
6,8,1,9,3,2384
7,1,0,8,9,2384
7,3,7,2,8,2384
7,3,7,6,5,2384
7,7,5,1,7,2384
7,7,5,5,4,2384
7,7,5,9,1,2384
8,0,4,4,10,2384
8,0,4,8,7,2384
8,4,2,3,9,2384
8,4,2,7,6,2384
8,6,9,1,5,2384
8,6,9,5,2,2384
8,8,0,2,8,2384
8,8,0,6,5,2384
9,3,6,3,7,2384
9,3,6,7,4,2384
9,7,4,2,6,2384
9,7,4,6,3,2384
0,1,2,9,10,2385
0,3,9,3,9,2385
0,3,9,7,6,2385
0,5,0,8,9,2385
0,7,7,2,8,2385
0,7,7,6,5,2385
1,0,6,9,8,2385
1,4,4,4,10,2385
1,4,4,8,7,2385
1,8,2,3,9,2385
1,8,2,7,6,2385
2,3,8,4,8,2385
2,3,8,8,5,2385
2,7,6,3,7,2385
2,7,6,7,4,2385
3,0,5,6,10,2385
3,4,3,5,9,2385
3,4,3,9,6,2385
3,8,1,4,8,2385
3,8,1,8,5,2385
4,3,7,1,10,2385
4,3,7,5,7,2385
4,3,7,9,4,2385
4,7,5,0,9,2385
4,7,5,4,6,2385
4,7,5,8,3,2385
5,0,4,7,9,2385
5,4,2,6,8,2385
5,6,9,0,7,2385
5,6,9,4,4,2385
5,6,9,8,1,2385
5,8,0,1,10,2385
5,8,0,5,7,2385
5,8,0,9,4,2385
6,3,6,2,9,2385
6,3,6,6,6,2385
6,7,4,1,8,2385
6,7,4,5,5,2385
6,7,4,9,2,2385
7,0,3,8,8,2385
7,4,1,3,10,2385
7,4,1,7,7,2385
7,6,8,1,6,2385
7,6,8,5,3,2385
7,6,8,9,0,2385
8,3,5,3,8,2385
8,3,5,7,5,2385
8,7,3,2,7,2385
8,7,3,6,4,2385
9,0,2,5,10,2385
9,0,2,9,7,2385
9,2,9,3,6,2385
9,2,9,7,3,2385
9,4,0,4,9,2385
9,4,0,8,6,2385
9,6,7,2,5,2385
9,6,7,6,2,2385
0,0,5,9,9,2386
0,4,3,8,8,2386
0,8,1,3,10,2386
0,8,1,7,7,2386
1,1,0,10,10,2386
1,3,7,4,9,2386
1,3,7,8,6,2386
1,7,5,3,8,2386
1,7,5,7,5,2386
2,4,2,5,10,2386
2,4,2,9,7,2386
2,6,9,3,6,2386
2,6,9,7,3,2386
2,8,0,4,9,2386
2,8,0,8,6,2386
3,3,6,5,8,2386
3,3,6,9,5,2386
3,7,4,0,10,2386
3,7,4,4,7,2386
3,7,4,8,4,2386
4,0,3,7,10,2386
4,4,1,6,9,2386
4,6,8,0,8,2386
4,6,8,4,5,2386
4,6,8,8,2,2386
5,3,5,2,10,2386
5,3,5,6,7,2386
5,7,3,1,9,2386
5,7,3,5,6,2386
5,7,3,9,3,2386
6,0,2,8,9,2386
6,2,9,2,8,2386
6,2,9,6,5,2386
6,4,0,7,8,2386
6,6,7,1,7,2386
6,6,7,5,4,2386
6,6,7,9,1,2386
7,3,4,3,9,2386
7,3,4,7,6,2386
7,7,2,2,8,2386
7,7,2,6,5,2386
7,9,9,0,4,2386
7,9,9,4,1,2386
8,0,1,9,8,2386
8,2,8,3,7,2386
8,2,8,7,4,2386
8,6,6,2,6,2386
8,6,6,6,3,2386
9,3,3,4,8,2386
9,3,3,8,5,2386
9,7,1,3,7,2386
9,7,1,7,4,2386
9,9,8,1,3,2386
9,9,8,5,0,2386
0,3,6,4,10,2387
0,3,6,8,7,2387
0,7,4,3,9,2387
0,7,4,7,6,2387
1,4,1,9,8,2387
1,6,8,3,7,2387
1,6,8,7,4,2387
2,3,5,5,9,2387
2,3,5,9,6,2387
2,7,3,4,8,2387
2,7,3,8,5,2387
3,2,9,1,10,2387
3,2,9,5,7,2387
3,2,9,9,4,2387
3,4,0,6,10,2387
3,6,7,0,9,2387
3,6,7,4,6,2387
3,6,7,8,3,2387
4,3,4,6,8,2387
4,7,2,1,10,2387
4,7,2,5,7,2387
4,7,2,9,4,2387
4,9,9,3,3,2387
4,9,9,7,0,2387
5,0,1,8,10,2387
5,2,8,2,9,2387
5,2,8,6,6,2387
5,6,6,1,8,2387
5,6,6,5,5,2387
5,6,6,9,2,2387
6,3,3,3,10,2387
6,3,3,7,7,2387
6,7,1,2,9,2387
6,7,1,6,6,2387
6,9,8,0,5,2387
6,9,8,4,2,2387
7,0,0,9,9,2387
7,2,7,3,8,2387
7,2,7,7,5,2387
7,6,5,2,7,2387
7,6,5,6,4,2387
8,3,2,4,9,2387
8,3,2,8,6,2387
8,5,9,2,5,2387
8,5,9,6,2,2387
8,7,0,3,8,2387
8,7,0,7,5,2387
8,9,7,1,4,2387
8,9,7,5,1,2387
9,2,6,0,10,2387
9,2,6,4,7,2387
9,2,6,8,4,2387
9,6,4,3,6,2387
9,6,4,7,3,2387
0,0,2,10,10,2388
0,2,9,4,9,2388
0,2,9,8,6,2388
0,4,0,9,9,2388
0,6,7,3,8,2388
0,6,7,7,5,2388
1,3,4,5,10,2388
1,3,4,9,7,2388
1,7,2,4,9,2388
1,7,2,8,6,2388
1,9,9,2,5,2388
1,9,9,6,2,2388
2,2,8,5,8,2388
2,2,8,9,5,2388
2,6,6,0,10,2388
2,6,6,4,7,2388
2,6,6,8,4,2388
3,3,3,6,9,2388
3,7,1,5,8,2388
3,7,1,9,5,2388
3,9,8,3,4,2388
3,9,8,7,1,2388
4,2,7,2,10,2388
4,2,7,6,7,2388
4,6,5,1,9,2388
4,6,5,5,6,2388
4,6,5,9,3,2388
5,3,2,7,8,2388
5,5,9,1,7,2388
5,5,9,5,4,2388
5,5,9,9,1,2388
5,7,0,2,10,2388
5,7,0,6,7,2388
5,9,7,0,6,2388
5,9,7,4,3,2388
5,9,7,8,0,2388
6,2,6,3,9,2388
6,2,6,7,6,2388
6,6,4,2,8,2388
6,6,4,6,5,2388
7,3,1,4,10,2388
7,3,1,8,7,2388
7,5,8,2,6,2388
7,5,8,6,3,2388
7,9,6,1,5,2388
7,9,6,5,2,2388
8,2,5,4,8,2388
8,2,5,8,5,2388
8,6,3,3,7,2388
8,6,3,7,4,2388
9,1,9,0,9,2388
9,1,9,4,6,2388
9,1,9,8,3,2388
9,3,0,5,9,2388
9,3,0,9,6,2388
9,5,7,3,5,2388
9,5,7,7,2,2388
9,9,5,2,4,2388
9,9,5,6,1,2388
0,3,3,9,8,2389
0,7,1,4,10,2389
0,7,1,8,7,2389
0,9,8,2,6,2389
0,9,8,6,3,2389
1,2,7,5,9,2389
1,2,7,9,6,2389
1,6,5,4,8,2389
1,6,5,8,5,2389
2,3,2,6,10,2389
2,5,9,0,9,2389
2,5,9,4,6,2389
2,5,9,8,3,2389
2,7,0,5,9,2389
2,7,0,9,6,2389
2,9,7,3,5,2389
2,9,7,7,2,2389
3,2,6,6,8,2389
3,6,4,1,10,2389
3,6,4,5,7,2389
3,6,4,9,4,2389
4,3,1,7,9,2389
4,5,8,1,8,2389
4,5,8,5,5,2389
4,5,8,9,2,2389
4,9,6,0,7,2389
4,9,6,4,4,2389
4,9,6,8,1,2389
5,2,5,3,10,2389
5,2,5,7,7,2389
5,6,3,2,9,2389
5,6,3,6,6,2389
6,1,9,3,8,2389
6,1,9,7,5,2389
6,3,0,8,8,2389
6,5,7,2,7,2389
6,5,7,6,4,2389
6,9,5,1,6,2389
6,9,5,5,3,2389
6,9,5,9,0,2389
7,2,4,4,9,2389
7,2,4,8,6,2389
7,6,2,3,8,2389
7,6,2,7,5,2389
7,8,9,1,4,2389
7,8,9,5,1,2389
8,1,8,0,10,2389
8,1,8,4,7,2389
8,1,8,8,4,2389
8,5,6,3,6,2389
8,5,6,7,3,2389
8,9,4,2,5,2389
8,9,4,6,2,2389
9,2,3,5,8,2389
9,2,3,9,5,2389
9,6,1,0,10,2389
9,6,1,4,7,2389
9,6,1,8,4,2389
9,8,8,2,3,2389
9,8,8,6,0,2389
0,2,6,5,10,2390
0,2,6,9,7,2390
0,6,4,4,9,2390
0,6,4,8,6,2390
1,5,8,0,10,2390
1,5,8,4,7,2390
1,5,8,8,4,2390
1,9,6,3,6,2390
1,9,6,7,3,2390
2,2,5,6,9,2390
2,6,3,5,8,2390
2,6,3,9,5,2390
3,1,9,2,10,2390
3,1,9,6,7,2390
3,3,0,7,10,2390
3,5,7,1,9,2390
3,5,7,5,6,2390
3,5,7,9,3,2390
3,9,5,0,8,2390
3,9,5,4,5,2390
3,9,5,8,2,2390
4,2,4,7,8,2390
4,6,2,2,10,2390
4,6,2,6,7,2390
4,8,9,0,6,2390
4,8,9,4,3,2390
4,8,9,8,0,2390
5,1,8,3,9,2390
5,1,8,7,6,2390
5,5,6,2,8,2390
5,5,6,6,5,2390
5,9,4,1,7,2390
5,9,4,5,4,2390
5,9,4,9,1,2390
6,2,3,4,10,2390
6,2,3,8,7,2390
6,6,1,3,9,2390
6,6,1,7,6,2390
6,8,8,1,5,2390
6,8,8,5,2,2390
7,1,7,4,8,2390
7,1,7,8,5,2390
7,5,5,3,7,2390
7,5,5,7,4,2390
7,9,3,2,6,2390
7,9,3,6,3,2390
8,2,2,5,9,2390
8,2,2,9,6,2390
8,4,9,3,5,2390
8,4,9,7,2,2390
8,6,0,4,8,2390
8,6,0,8,5,2390
8,8,7,2,4,2390
8,8,7,6,1,2390
9,1,6,1,10,2390
9,1,6,5,7,2390
9,1,6,9,4,2390
9,5,4,0,9,2390
9,5,4,4,6,2390
9,5,4,8,3,2390
9,9,2,3,5,2390
9,9,2,7,2,2390
0,1,9,5,9,2391
0,1,9,9,6,2391
0,5,7,4,8,2391
0,5,7,8,5,2391
0,9,5,3,7,2391
0,9,5,7,4,2391
1,2,4,6,10,2391
1,6,2,5,9,2391
1,6,2,9,6,2391
1,8,9,3,5,2391
1,8,9,7,2,2391
2,1,8,6,8,2391
2,5,6,1,10,2391
2,5,6,5,7,2391
2,5,6,9,4,2391
2,9,4,0,9,2391
2,9,4,4,6,2391
2,9,4,8,3,2391
3,2,3,7,9,2391
3,6,1,6,8,2391
3,8,8,0,7,2391
3,8,8,4,4,2391
3,8,8,8,1,2391
4,1,7,3,10,2391
4,1,7,7,7,2391
4,5,5,2,9,2391
4,5,5,6,6,2391
4,9,3,1,8,2391
4,9,3,5,5,2391
4,9,3,9,2,2391
5,2,2,8,8,2391
5,4,9,2,7,2391
5,4,9,6,4,2391
5,6,0,3,10,2391
5,6,0,7,7,2391
5,8,7,1,6,2391
5,8,7,5,3,2391
5,8,7,9,0,2391
6,1,6,4,9,2391
6,1,6,8,6,2391
6,5,4,3,8,2391
6,5,4,7,5,2391
6,9,2,2,7,2391
6,9,2,6,4,2391
7,2,1,5,10,2391
7,2,1,9,7,2391
7,4,8,3,6,2391
7,4,8,7,3,2391
7,8,6,2,5,2391
7,8,6,6,2,2391
8,1,5,5,8,2391
8,1,5,9,5,2391
8,5,3,0,10,2391
8,5,3,4,7,2391
8,5,3,8,4,2391
8,9,1,3,6,2391
8,9,1,7,3,2391
9,0,9,1,9,2391
9,0,9,5,6,2391
9,0,9,9,3,2391
9,2,0,6,9,2391
9,4,7,0,8,2391
9,4,7,4,5,2391
9,4,7,8,2,2391
9,8,5,3,4,2391
9,8,5,7,1,2391
0,6,1,5,10,2392
0,6,1,9,7,2392
0,8,8,3,6,2392
0,8,8,7,3,2392
1,1,7,6,9,2392
1,5,5,5,8,2392
1,5,5,9,5,2392
1,9,3,0,10,2392
1,9,3,4,7,2392
1,9,3,8,4,2392
2,2,2,7,10,2392
2,4,9,1,9,2392
2,4,9,5,6,2392
2,4,9,9,3,2392
2,6,0,6,9,2392
2,8,7,0,8,2392
2,8,7,4,5,2392
2,8,7,8,2,2392
3,1,6,7,8,2392
3,5,4,2,10,2392
3,5,4,6,7,2392
3,9,2,1,9,2392
3,9,2,5,6,2392
3,9,2,9,3,2392
4,2,1,8,9,2392
4,4,8,2,8,2392
4,4,8,6,5,2392
4,8,6,1,7,2392
4,8,6,5,4,2392
4,8,6,9,1,2392
5,1,5,4,10,2392
5,1,5,8,7,2392
5,5,3,3,9,2392
5,5,3,7,6,2392
5,9,1,2,8,2392
5,9,1,6,5,2392
6,0,9,4,8,2392
6,0,9,8,5,2392
6,2,0,9,8,2392
6,4,7,3,7,2392
6,4,7,7,4,2392
6,8,5,2,6,2392
6,8,5,6,3,2392
7,1,4,5,9,2392
7,1,4,9,6,2392
7,5,2,4,8,2392
7,5,2,8,5,2392
7,7,9,2,4,2392
7,7,9,6,1,2392
7,9,0,3,7,2392
7,9,0,7,4,2392
8,0,8,1,10,2392
8,0,8,5,7,2392
8,0,8,9,4,2392
8,4,6,0,9,2392
8,4,6,4,6,2392
8,4,6,8,3,2392
8,8,4,3,5,2392
8,8,4,7,2,2392
9,1,3,6,8,2392
9,5,1,1,10,2392
9,5,1,5,7,2392
9,5,1,9,4,2392
9,7,8,3,3,2392
9,7,8,7,0,2392
0,1,6,6,10,2393
0,5,4,5,9,2393
0,5,4,9,6,2393
0,9,2,4,8,2393
0,9,2,8,5,2393
1,4,8,1,10,2393
1,4,8,5,7,2393
1,4,8,9,4,2393
1,8,6,0,9,2393
1,8,6,4,6,2393
1,8,6,8,3,2393
2,1,5,7,9,2393
2,5,3,6,8,2393
2,9,1,1,10,2393
2,9,1,5,7,2393
2,9,1,9,4,2393
3,0,9,3,10,2393
3,0,9,7,7,2393
3,2,0,8,10,2393
3,4,7,2,9,2393
3,4,7,6,6,2393
3,8,5,1,8,2393
3,8,5,5,5,2393
3,8,5,9,2,2393
4,1,4,8,8,2393
4,5,2,3,10,2393
4,5,2,7,7,2393
4,7,9,1,6,2393
4,7,9,5,3,2393
4,7,9,9,0,2393
4,9,0,2,9,2393
4,9,0,6,6,2393
5,0,8,4,9,2393
5,0,8,8,6,2393
5,4,6,3,8,2393
5,4,6,7,5,2393
5,8,4,2,7,2393
5,8,4,6,4,2393
6,1,3,5,10,2393
6,1,3,9,7,2393
6,5,1,4,9,2393
6,5,1,8,6,2393
6,7,8,2,5,2393
6,7,8,6,2,2393
7,0,7,5,8,2393
7,0,7,9,5,2393
7,4,5,0,10,2393
7,4,5,4,7,2393
7,4,5,8,4,2393
7,8,3,3,6,2393
7,8,3,7,3,2393
8,1,2,6,9,2393
8,3,9,0,8,2393
8,3,9,4,5,2393
8,3,9,8,2,2393
8,5,0,5,8,2393
8,5,0,9,5,2393
8,7,7,3,4,2393
8,7,7,7,1,2393
9,0,6,2,10,2393
9,0,6,6,7,2393
9,4,4,1,9,2393
9,4,4,5,6,2393
9,4,4,9,3,2393
9,8,2,0,8,2393
9,8,2,4,5,2393
9,8,2,8,2,2393
0,0,9,6,9,2394
0,4,7,5,8,2394
0,4,7,9,5,2394
0,8,5,0,10,2394
0,8,5,4,7,2394
0,8,5,8,4,2394
1,1,4,7,10,2394
1,5,2,6,9,2394
1,7,9,0,8,2394
1,7,9,4,5,2394
1,7,9,8,2,2394
1,9,0,5,8,2394
1,9,0,9,5,2394
2,0,8,7,8,2394
2,4,6,2,10,2394
2,4,6,6,7,2394
2,8,4,1,9,2394
2,8,4,5,6,2394
2,8,4,9,3,2394
3,1,3,8,9,2394
3,5,1,7,8,2394
3,7,8,1,7,2394
3,7,8,5,4,2394
3,7,8,9,1,2394
4,0,7,4,10,2394
4,0,7,8,7,2394
4,4,5,3,9,2394
4,4,5,7,6,2394
4,8,3,2,8,2394
4,8,3,6,5,2394
5,1,2,9,8,2394
5,3,9,3,7,2394
5,3,9,7,4,2394
5,5,0,4,10,2394
5,5,0,8,7,2394
5,7,7,2,6,2394
5,7,7,6,3,2394
6,0,6,5,9,2394
6,0,6,9,6,2394
6,4,4,4,8,2394
6,4,4,8,5,2394
6,8,2,3,7,2394
6,8,2,7,4,2394
7,1,1,6,10,2394
7,3,8,0,9,2394
7,3,8,4,6,2394
7,3,8,8,3,2394
7,7,6,3,5,2394
7,7,6,7,2,2394
8,0,5,6,8,2394
8,4,3,1,10,2394
8,4,3,5,7,2394
8,4,3,9,4,2394
8,8,1,0,9,2394
8,8,1,4,6,2394
8,8,1,8,3,2394
9,1,0,7,9,2394
9,3,7,1,8,2394
9,3,7,5,5,2394
9,3,7,9,2,2394
9,7,5,0,7,2394
9,7,5,4,4,2394
9,7,5,8,1,2394
0,5,1,6,10,2395
0,7,8,0,9,2395
0,7,8,4,6,2395
0,7,8,8,3,2395
1,0,7,7,9,2395
1,4,5,6,8,2395
1,8,3,1,10,2395
1,8,3,5,7,2395
1,8,3,9,4,2395
2,1,2,8,10,2395
2,3,9,2,9,2395
2,3,9,6,6,2395
2,5,0,7,9,2395
2,7,7,1,8,2395
2,7,7,5,5,2395
2,7,7,9,2,2395
3,0,6,8,8,2395
3,4,4,3,10,2395
3,4,4,7,7,2395
3,8,2,2,9,2395
3,8,2,6,6,2395
4,1,1,9,9,2395
4,3,8,3,8,2395
4,3,8,7,5,2395
4,7,6,2,7,2395
4,7,6,6,4,2395
5,0,5,5,10,2395
5,0,5,9,7,2395
5,4,3,4,9,2395
5,4,3,8,6,2395
5,8,1,3,8,2395
5,8,1,7,5,2395
6,3,7,0,10,2395
6,3,7,4,7,2395
6,3,7,8,4,2395
6,7,5,3,6,2395
6,7,5,7,3,2395
7,0,4,6,9,2395
7,4,2,5,8,2395
7,4,2,9,5,2395
7,6,9,3,4,2395
7,6,9,7,1,2395
7,8,0,0,10,2395
7,8,0,4,7,2395
7,8,0,8,4,2395
8,3,6,1,9,2395
8,3,6,5,6,2395
8,3,6,9,3,2395
8,7,4,0,8,2395
8,7,4,4,5,2395
8,7,4,8,2,2395
9,0,3,7,8,2395
9,4,1,2,10,2395
9,4,1,6,7,2395
9,6,8,0,6,2395
9,6,8,4,3,2395
9,6,8,8,0,2395
0,0,6,7,10,2396
0,4,4,6,9,2396
0,8,2,5,8,2396
0,8,2,9,5,2396
1,3,8,2,10,2396
1,3,8,6,7,2396
1,7,6,1,9,2396
1,7,6,5,6,2396
1,7,6,9,3,2396
2,0,5,8,9,2396
2,4,3,7,8,2396
2,8,1,2,10,2396
2,8,1,6,7,2396
3,1,0,9,10,2396
3,3,7,3,9,2396
3,3,7,7,6,2396
3,7,5,2,8,2396
3,7,5,6,5,2396
4,0,4,9,8,2396
4,4,2,4,10,2396
4,4,2,8,7,2396
4,6,9,2,6,2396
4,6,9,6,3,2396
4,8,0,3,9,2396
4,8,0,7,6,2396
5,3,6,4,8,2396
5,3,6,8,5,2396
5,7,4,3,7,2396
5,7,4,7,4,2396
6,0,3,6,10,2396
6,4,1,5,9,2396
6,4,1,9,6,2396
6,6,8,3,5,2396
6,6,8,7,2,2396
7,3,5,1,10,2396
7,3,5,5,7,2396
7,3,5,9,4,2396
7,7,3,0,9,2396
7,7,3,4,6,2396
7,7,3,8,3,2396
8,0,2,7,9,2396
8,2,9,1,8,2396
8,2,9,5,5,2396
8,2,9,9,2,2396
8,4,0,6,8,2396
8,6,7,0,7,2396
8,6,7,4,4,2396
8,6,7,8,1,2396
9,3,4,2,9,2396
9,3,4,6,6,2396
9,7,2,1,8,2396
9,7,2,5,5,2396
9,7,2,9,2,2396
9,9,9,3,1,2396
0,3,7,6,8,2397
0,7,5,1,10,2397
0,7,5,5,7,2397
0,7,5,9,4,2397
1,0,4,8,10,2397
1,4,2,7,9,2397
1,6,9,1,8,2397
1,6,9,5,5,2397
1,6,9,9,2,2397
1,8,0,6,8,2397
2,3,6,3,10,2397
2,3,6,7,7,2397
2,7,4,2,9,2397
2,7,4,6,6,2397
3,0,3,9,9,2397
3,4,1,8,8,2397
3,6,8,2,7,2397
3,6,8,6,4,2397
4,3,5,4,9,2397
4,3,5,8,6,2397
4,7,3,3,8,2397
4,7,3,7,5,2397
5,2,9,0,10,2397
5,2,9,4,7,2397
5,2,9,8,4,2397
5,4,0,5,10,2397
5,4,0,9,7,2397
5,6,7,3,6,2397
5,6,7,7,3,2397
6,3,4,5,8,2397
6,3,4,9,5,2397
6,7,2,0,10,2397
6,7,2,4,7,2397
6,7,2,8,4,2397
6,9,9,2,3,2397
6,9,9,6,0,2397
7,0,1,7,10,2397
7,2,8,1,9,2397
7,2,8,5,6,2397
7,2,8,9,3,2397
7,6,6,0,8,2397
7,6,6,4,5,2397
7,6,6,8,2,2397
8,3,3,2,10,2397
8,3,3,6,7,2397
8,7,1,1,9,2397
8,7,1,5,6,2397
8,7,1,9,3,2397
8,9,8,3,2,2397
9,0,0,8,9,2397
9,2,7,2,8,2397
9,2,7,6,5,2397
9,6,5,1,7,2397
9,6,5,5,4,2397
9,6,5,9,1,2397
0,4,1,7,10,2398
0,6,8,1,9,2398
0,6,8,5,6,2398
0,6,8,9,3,2398
1,3,5,7,8,2398
1,7,3,2,10,2398
1,7,3,6,7,2398
2,0,2,9,10,2398
2,2,9,3,9,2398
2,2,9,7,6,2398
2,4,0,8,9,2398
2,6,7,2,8,2398
2,6,7,6,5,2398
3,3,4,4,10,2398
3,3,4,8,7,2398
3,7,2,3,9,2398
3,7,2,7,6,2398
3,9,9,1,5,2398
3,9,9,5,2,2398
4,2,8,4,8,2398
4,2,8,8,5,2398
4,6,6,3,7,2398
4,6,6,7,4,2398
5,3,3,5,9,2398
5,3,3,9,6,2398
5,7,1,4,8,2398
5,7,1,8,5,2398
5,9,8,2,4,2398
5,9,8,6,1,2398
6,2,7,1,10,2398
6,2,7,5,7,2398
6,2,7,9,4,2398
6,6,5,0,9,2398
6,6,5,4,6,2398
6,6,5,8,3,2398
7,3,2,6,8,2398
7,5,9,0,7,2398
7,5,9,4,4,2398
7,5,9,8,1,2398
7,7,0,1,10,2398
7,7,0,5,7,2398
7,7,0,9,4,2398
7,9,7,3,3,2398
7,9,7,7,0,2398
8,2,6,2,9,2398
8,2,6,6,6,2398
8,6,4,1,8,2398
8,6,4,5,5,2398
8,6,4,9,2,2398
9,3,1,3,10,2398
9,3,1,7,7,2398
9,5,8,1,6,2398
9,5,8,5,3,2398
9,5,8,9,0,2398
9,9,6,0,5,2398
9,9,6,4,2,2398
0,3,4,7,9,2399
0,7,2,6,8,2399
0,9,9,0,7,2399
0,9,9,4,4,2399
0,9,9,8,1,2399
1,2,8,3,10,2399
1,2,8,7,7,2399
1,6,6,2,9,2399
1,6,6,6,6,2399
2,3,3,8,8,2399
2,7,1,3,10,2399
2,7,1,7,7,2399
2,9,8,1,6,2399
2,9,8,5,3,2399
2,9,8,9,0,2399
3,0,0,10,10,2399
3,2,7,4,9,2399
3,2,7,8,6,2399
3,6,5,3,8,2399
3,6,5,7,5,2399
4,3,2,5,10,2399
4,3,2,9,7,2399
4,5,9,3,6,2399
4,5,9,7,3,2399
4,7,0,4,9,2399
4,7,0,8,6,2399
4,9,7,2,5,2399
4,9,7,6,2,2399
5,2,6,5,8,2399
5,2,6,9,5,2399
5,6,4,0,10,2399
5,6,4,4,7,2399
5,6,4,8,4,2399
6,3,1,6,9,2399
6,5,8,0,8,2399
6,5,8,4,5,2399
6,5,8,8,2,2399
6,9,6,3,4,2399
6,9,6,7,1,2399
7,2,5,2,10,2399
7,2,5,6,7,2399
7,6,3,1,9,2399
7,6,3,5,6,2399
7,6,3,9,3,2399
8,1,9,2,8,2399
8,1,9,6,5,2399
