2M,4M,6M,MM,
8,2,2,3,7001820
9,1,1,4,7001820
0,3,3,7,7001821
1,2,2,8,7001821
2,1,1,9,7001821
3,0,0,10,7001821
4,7,4,0,7001822
5,6,3,1,7001822
6,5,2,2,7001822
7,4,1,3,7001822
8,3,0,4,7001822
2,2,9,1,7001823
3,1,8,2,7001823
4,0,7,3,7001823
0,4,1,8,7001823
1,3,0,9,7001823
3,9,3,0,7001824
4,8,2,1,7001824
5,7,1,2,7001824
6,6,0,3,7001824
0,5,9,0,7001825
1,4,8,1,7001825
2,3,7,2,7001825
3,2,6,3,7001825
4,1,5,4,7001825
5,0,4,5,7001825
4,9,0,2,7001826
0,6,7,1,7001827
1,5,6,2,7001827
2,4,5,3,7001827
3,3,4,4,7001827
4,2,3,5,7001827
5,1,2,6,7001827
6,0,1,7,7001827
7,0,8,0,7001829
0,7,5,2,7001829
1,6,4,3,7001829
2,5,3,4,7001829
3,4,2,5,7001829
4,3,1,6,7001829
5,2,0,7,7001829
9,6,1,0,7001830
0,0,8,5,7001830
6,2,7,0,7001831
7,1,6,1,7001831
8,0,5,2,7001831
0,8,3,3,7001831
1,7,2,4,7001831
2,6,1,5,7001831
3,5,0,6,7001831
8,8,0,0,7001832
0,1,6,6,7001832
1,0,5,7,7001832
5,4,6,0,7001833
6,3,5,1,7001833
7,2,4,2,7001833
8,1,3,3,7001833
0,9,1,4,7001833
9,0,2,4,7001833
1,8,0,5,7001833
0,2,4,7,7001834
1,1,3,8,7001834
2,0,2,9,7001834
4,6,5,0,7001835
5,5,4,1,7001835
6,4,3,2,7001835
7,3,2,3,7001835
8,2,1,4,7001835
9,1,0,5,7001835
3,0,9,2,7001836
0,3,2,8,7001836
1,2,1,9,7001836
2,1,0,10,7001836
3,8,4,0,7001837
4,7,3,1,7001837
5,6,2,2,7001837
6,5,1,3,7001837
7,4,0,4,7001837
1,3,9,1,7001838
2,2,8,2,7001838
3,1,7,3,7001838
4,0,6,4,7001838
0,4,0,9,7001838
3,9,2,1,7001839
4,8,1,2,7001839
5,7,0,3,7001839
0,5,8,1,7001840
1,4,7,2,7001840
2,3,6,3,7001840
3,2,5,4,7001840
4,1,4,5,7001840
5,0,3,6,7001840
0,6,6,2,7001842
1,5,5,3,7001842
2,4,4,4,7001842
3,3,3,5,7001842
4,2,2,6,7001842
5,1,1,7,7001842
6,0,0,8,7001842
9,5,2,0,7001843
6,1,8,0,7001844
7,0,7,1,7001844
0,7,4,3,7001844
1,6,3,4,7001844
2,5,2,5,7001844
3,4,1,6,7001844
4,3,0,7,7001844
8,7,1,0,7001845
9,6,0,1,7001845
0,0,7,6,7001845
5,3,7,0,7001846
6,2,6,1,7001846
7,1,5,2,7001846
8,0,4,3,7001846
0,8,2,4,7001846
1,7,1,5,7001846
2,6,0,6,7001846
7,9,0,0,7001847
0,1,5,7,7001847
1,0,4,8,7001847
4,5,6,0,7001848
5,4,5,1,7001848
6,3,4,2,7001848
7,2,3,3,7001848
8,1,2,4,7001848
0,9,0,5,7001848
9,0,1,5,7001848
0,2,3,8,7001849
1,1,2,9,7001849
2,0,1,10,7001849
3,7,5,0,7001850
4,6,4,1,7001850
5,5,3,2,7001850
6,4,2,3,7001850
7,3,1,4,7001850
8,2,0,5,7001850
2,1,9,2,7001851
3,0,8,3,7001851
0,3,1,9,7001851
1,2,0,10,7001851
2,9,4,0,7001852
3,8,3,1,7001852
4,7,2,2,7001852
5,6,1,3,7001852
6,5,0,4,7001852
0,4,9,1,7001853
1,3,8,2,7001853
2,2,7,3,7001853
3,1,6,4,7001853
4,0,5,5,7001853
3,9,1,2,7001854
4,8,0,3,7001854
0,5,7,2,7001855
1,4,6,3,7001855
2,3,5,4,7001855
3,2,4,5,7001855
4,1,3,6,7001855
5,0,2,7,7001855
9,4,3,0,7001856
6,0,9,0,7001857
0,6,5,3,7001857
1,5,4,4,7001857
2,4,3,5,7001857
3,3,2,6,7001857
4,2,1,7,7001857
5,1,0,8,7001857
8,6,2,0,7001858
9,5,1,1,7001858
5,2,8,0,7001859
6,1,7,1,7001859
7,0,6,2,7001859
0,7,3,4,7001859
1,6,2,5,7001859
2,5,1,6,7001859
3,4,0,7,7001859
7,8,1,0,7001860
8,7,0,1,7001860
0,0,6,7,7001860
4,4,7,0,7001861
5,3,6,1,7001861
6,2,5,2,7001861
7,1,4,3,7001861
8,0,3,4,7001861
0,8,1,5,7001861
1,7,0,6,7001861
0,1,4,8,7001862
1,0,3,9,7001862
3,6,6,0,7001863
4,5,5,1,7001863
5,4,4,2,7001863
6,3,3,3,7001863
7,2,2,4,7001863
8,1,1,5,7001863
9,0,0,6,7001863
0,2,2,9,7001864
1,1,1,10,7001864
2,8,5,0,7001865
3,7,4,1,7001865
4,6,3,2,7001865
5,5,2,3,7001865
6,4,1,4,7001865
7,3,0,5,7001865
1,2,9,2,7001866
2,1,8,3,7001866
3,0,7,4,7001866
0,3,0,10,7001866
2,9,3,1,7001867
3,8,2,2,7001867
4,7,1,3,7001867
5,6,0,4,7001867
0,4,8,2,7001868
1,3,7,3,7001868
2,2,6,4,7001868
3,1,5,5,7001868
4,0,4,6,7001868
9,3,4,0,7001869
3,9,0,3,7001869
0,5,6,3,7001870
1,4,5,4,7001870
2,3,4,5,7001870
3,2,3,6,7001870
4,1,2,7,7001870
5,0,1,8,7001870
8,5,3,0,7001871
9,4,2,1,7001871
5,1,9,0,7001872
6,0,8,1,7001872
0,6,4,4,7001872
1,5,3,5,7001872
2,4,2,6,7001872
3,3,1,7,7001872
4,2,0,8,7001872
7,7,2,0,7001873
8,6,1,1,7001873
9,5,0,2,7001873
4,3,8,0,7001874
5,2,7,1,7001874
6,1,6,2,7001874
7,0,5,3,7001874
0,7,2,5,7001874
1,6,1,6,7001874
2,5,0,7,7001874
6,9,1,0,7001875
7,8,0,1,7001875
0,0,5,8,7001875
3,5,7,0,7001876
4,4,6,1,7001876
5,3,5,2,7001876
6,2,4,3,7001876
7,1,3,4,7001876
8,0,2,5,7001876
0,8,0,6,7001876
0,1,3,9,7001877
1,0,2,10,7001877
2,7,6,0,7001878
3,6,5,1,7001878
4,5,4,2,7001878
5,4,3,3,7001878
6,3,2,4,7001878
7,2,1,5,7001878
8,1,0,6,7001878
2,0,9,3,7001879
0,2,1,10,7001879
1,9,5,0,7001880
2,8,4,1,7001880
3,7,3,2,7001880
4,6,2,3,7001880
5,5,1,4,7001880
6,4,0,5,7001880
0,3,9,2,7001881
1,2,8,3,7001881
2,1,7,4,7001881
3,0,6,5,7001881
9,2,5,0,7001882
2,9,2,2,7001882
3,8,1,3,7001882
4,7,0,4,7001882
0,4,7,3,7001883
1,3,6,4,7001883
2,2,5,5,7001883
3,1,4,6,7001883
4,0,3,7,7001883
8,4,4,0,7001884
9,3,3,1,7001884
0,5,5,4,7001885
1,4,4,5,7001885
2,3,3,6,7001885
3,2,2,7,7001885
4,1,1,8,7001885
5,0,0,9,7001885
7,6,3,0,7001886
8,5,2,1,7001886
9,4,1,2,7001886
4,2,9,0,7001887
5,1,8,1,7001887
6,0,7,2,7001887
0,6,3,5,7001887
1,5,2,6,7001887
2,4,1,7,7001887
3,3,0,8,7001887
6,8,2,0,7001888
7,7,1,1,7001888
8,6,0,2,7001888
3,4,8,0,7001889
4,3,7,1,7001889
5,2,6,2,7001889
6,1,5,3,7001889
7,0,4,4,7001889
0,7,1,6,7001889
1,6,0,7,7001889
6,9,0,1,7001890
0,0,4,9,7001890
2,6,7,0,7001891
3,5,6,1,7001891
4,4,5,2,7001891
5,3,4,3,7001891
6,2,3,4,7001891
7,1,2,5,7001891
8,0,1,6,7001891
0,1,2,10,7001892
1,8,6,0,7001893
2,7,5,1,7001893
3,6,4,2,7001893
4,5,3,3,7001893
5,4,2,4,7001893
6,3,1,5,7001893
7,2,0,6,7001893
1,1,9,3,7001894
2,0,8,4,7001894
9,1,6,0,7001895
1,9,4,1,7001895
2,8,3,2,7001895
3,7,2,3,7001895
4,6,1,4,7001895
5,5,0,5,7001895
0,3,8,3,7001896
1,2,7,4,7001896
2,1,6,5,7001896
3,0,5,6,7001896
8,3,5,0,7001897
9,2,4,1,7001897
2,9,1,3,7001897
3,8,0,4,7001897
0,4,6,4,7001898
1,3,5,5,7001898
2,2,4,6,7001898
3,1,3,7,7001898
4,0,2,8,7001898
7,5,4,0,7001899
8,4,3,1,7001899
9,3,2,2,7001899
5,0,9,1,7001900
0,5,4,5,7001900
1,4,3,6,7001900
2,3,2,7,7001900
3,2,1,8,7001900
4,1,0,9,7001900
6,7,3,0,7001901
7,6,2,1,7001901
8,5,1,2,7001901
9,4,0,3,7001901
3,3,9,0,7001902
4,2,8,1,7001902
5,1,7,2,7001902
6,0,6,3,7001902
0,6,2,6,7001902
1,5,1,7,7001902
2,4,0,8,7001902
5,9,2,0,7001903
6,8,1,1,7001903
7,7,0,2,7001903
2,5,8,0,7001904
3,4,7,1,7001904
4,3,6,2,7001904
5,2,5,3,7001904
6,1,4,4,7001904
7,0,3,5,7001904
0,7,0,7,7001904
0,0,3,10,7001905
1,7,7,0,7001906
2,6,6,1,7001906
3,5,5,2,7001906
4,4,4,3,7001906
5,3,3,4,7001906
6,2,2,5,7001906
7,1,1,6,7001906
8,0,0,7,7001906
0,9,6,0,7001908
9,0,7,0,7001908
1,8,5,1,7001908
2,7,4,2,7001908
3,6,3,3,7001908
4,5,2,4,7001908
5,4,1,5,7001908
6,3,0,6,7001908
0,2,9,3,7001909
1,1,8,4,7001909
2,0,7,5,7001909
8,2,6,0,7001910
9,1,5,1,7001910
1,9,3,2,7001910
2,8,2,3,7001910
3,7,1,4,7001910
4,6,0,5,7001910
0,3,7,4,7001911
1,2,6,5,7001911
2,1,5,6,7001911
3,0,4,7,7001911
7,4,5,0,7001912
8,3,4,1,7001912
9,2,3,2,7001912
2,9,0,4,7001912
0,4,5,5,7001913
1,3,4,6,7001913
2,2,3,7,7001913
3,1,2,8,7001913
4,0,1,9,7001913
6,6,4,0,7001914
7,5,3,1,7001914
8,4,2,2,7001914
9,3,1,3,7001914
4,1,9,1,7001915
5,0,8,2,7001915
0,5,3,6,7001915
1,4,2,7,7001915
2,3,1,8,7001915
3,2,0,9,7001915
5,8,3,0,7001916
6,7,2,1,7001916
7,6,1,2,7001916
8,5,0,3,7001916
2,4,9,0,7001917
3,3,8,1,7001917
4,2,7,2,7001917
5,1,6,3,7001917
6,0,5,4,7001917
0,6,1,7,7001917
1,5,0,8,7001917
5,9,1,1,7001918
6,8,0,2,7001918
1,6,8,0,7001919
2,5,7,1,7001919
3,4,6,2,7001919
4,3,5,3,7001919
5,2,4,4,7001919
6,1,3,5,7001919
7,0,2,6,7001919
0,8,7,0,7001921
1,7,6,1,7001921
2,6,5,2,7001921
3,5,4,3,7001921
4,4,3,4,7001921
5,3,2,5,7001921
6,2,1,6,7001921
7,1,0,7,7001921
1,0,9,4,7001922
8,1,7,0,7001923
0,9,5,1,7001923
9,0,6,1,7001923
1,8,4,2,7001923
2,7,3,3,7001923
3,6,2,4,7001923
4,5,1,5,7001923
5,4,0,6,7001923
0,2,8,4,7001924
1,1,7,5,7001924
2,0,6,6,7001924
7,3,6,0,7001925
8,2,5,1,7001925
9,1,4,2,7001925
1,9,2,3,7001925
2,8,1,4,7001925
3,7,0,5,7001925
0,3,6,5,7001926
1,2,5,6,7001926
2,1,4,7,7001926
3,0,3,8,7001926
6,5,5,0,7001927
7,4,4,1,7001927
8,3,3,2,7001927
9,2,2,3,7001927
0,4,4,6,7001928
1,3,3,7,7001928
2,2,2,8,7001928
3,1,1,9,7001928
4,0,0,10,7001928
5,7,4,0,7001929
6,6,3,1,7001929
7,5,2,2,7001929
8,4,1,3,7001929
9,3,0,4,7001929
3,2,9,1,7001930
4,1,8,2,7001930
5,0,7,3,7001930
0,5,2,7,7001930
1,4,1,8,7001930
2,3,0,9,7001930
4,9,3,0,7001931
5,8,2,1,7001931
6,7,1,2,7001931
7,6,0,3,7001931
1,5,9,0,7001932
2,4,8,1,7001932
3,3,7,2,7001932
4,2,6,3,7001932
5,1,5,4,7001932
6,0,4,5,7001932
0,6,0,8,7001932
5,9,0,2,7001933
0,7,8,0,7001934
1,6,7,1,7001934
2,5,6,2,7001934
3,4,5,3,7001934
4,3,4,4,7001934
5,2,3,5,7001934
6,1,2,6,7001934
7,0,1,7,7001934
8,0,8,0,7001936
0,8,6,1,7001936
1,7,5,2,7001936
2,6,4,3,7001936
3,5,3,4,7001936
4,4,2,5,7001936
5,3,1,6,7001936
6,2,0,7,7001936
0,1,9,4,7001937
1,0,8,5,7001937
7,2,7,0,7001938
8,1,6,1,7001938
0,9,4,2,7001938
9,0,5,2,7001938
1,8,3,3,7001938
2,7,2,4,7001938
3,6,1,5,7001938
4,5,0,6,7001938
9,8,0,0,7001939
0,2,7,5,7001939
1,1,6,6,7001939
2,0,5,7,7001939
6,4,6,0,7001940
7,3,5,1,7001940
8,2,4,2,7001940
9,1,3,3,7001940
1,9,1,4,7001940
2,8,0,5,7001940
0,3,5,6,7001941
1,2,4,7,7001941
2,1,3,8,7001941
3,0,2,9,7001941
5,6,5,0,7001942
6,5,4,1,7001942
7,4,3,2,7001942
8,3,2,3,7001942
9,2,1,4,7001942
4,0,9,2,7001943
0,4,3,7,7001943
1,3,2,8,7001943
2,2,1,9,7001943
3,1,0,10,7001943
4,8,4,0,7001944
5,7,3,1,7001944
6,6,2,2,7001944
7,5,1,3,7001944
8,4,0,4,7001944
2,3,9,1,7001945
3,2,8,2,7001945
4,1,7,3,7001945
5,0,6,4,7001945
0,5,1,8,7001945
1,4,0,9,7001945
4,9,2,1,7001946
5,8,1,2,7001946
6,7,0,3,7001946
0,6,9,0,7001947
1,5,8,1,7001947
2,4,7,2,7001947
3,3,6,3,7001947
4,2,5,4,7001947
5,1,4,5,7001947
6,0,3,6,7001947
0,7,7,1,7001949
1,6,6,2,7001949
2,5,5,3,7001949
3,4,4,4,7001949
4,3,3,5,7001949
5,2,2,6,7001949
6,1,1,7,7001949
7,0,0,8,7001949
7,1,8,0,7001951
8,0,7,1,7001951
0,8,5,2,7001951
1,7,4,3,7001951
2,6,3,4,7001951
3,5,2,5,7001951
4,4,1,6,7001951
5,3,0,7,7001951
9,7,1,0,7001952
0,1,8,5,7001952
1,0,7,6,7001952
6,3,7,0,7001953
7,2,6,1,7001953
8,1,5,2,7001953
0,9,3,3,7001953
9,0,4,3,7001953
1,8,2,4,7001953
2,7,1,5,7001953
3,6,0,6,7001953
8,9,0,0,7001954
0,2,6,6,7001954
1,1,5,7,7001954
2,0,4,8,7001954
5,5,6,0,7001955
6,4,5,1,7001955
7,3,4,2,7001955
8,2,3,3,7001955
9,1,2,4,7001955
1,9,0,5,7001955
0,3,4,7,7001956
1,2,3,8,7001956
2,1,2,9,7001956
3,0,1,10,7001956
4,7,5,0,7001957
5,6,4,1,7001957
6,5,3,2,7001957
7,4,2,3,7001957
8,3,1,4,7001957
9,2,0,5,7001957
3,1,9,2,7001958
4,0,8,3,7001958
0,4,2,8,7001958
1,3,1,9,7001958
2,2,0,10,7001958
3,9,4,0,7001959
4,8,3,1,7001959
5,7,2,2,7001959
6,6,1,3,7001959
7,5,0,4,7001959
1,4,9,1,7001960
2,3,8,2,7001960
3,2,7,3,7001960
4,1,6,4,7001960
5,0,5,5,7001960
0,5,0,9,7001960
4,9,1,2,7001961
5,8,0,3,7001961
0,6,8,1,7001962
1,5,7,2,7001962
2,4,6,3,7001962
3,3,5,4,7001962
4,2,4,5,7001962
5,1,3,6,7001962
6,0,2,7,7001962
7,0,9,0,7001964
0,7,6,2,7001964
1,6,5,3,7001964
2,5,4,4,7001964
3,4,3,5,7001964
4,3,2,6,7001964
5,2,1,7,7001964
6,1,0,8,7001964
9,6,2,0,7001965
0,0,9,5,7001965
6,2,8,0,7001966
7,1,7,1,7001966
8,0,6,2,7001966
0,8,4,3,7001966
1,7,3,4,7001966
2,6,2,5,7001966
3,5,1,6,7001966
4,4,0,7,7001966
8,8,1,0,7001967
9,7,0,1,7001967
0,1,7,6,7001967
1,0,6,7,7001967
5,4,7,0,7001968
6,3,6,1,7001968
7,2,5,2,7001968
8,1,4,3,7001968
0,9,2,4,7001968
9,0,3,4,7001968
1,8,1,5,7001968
2,7,0,6,7001968
0,2,5,7,7001969
1,1,4,8,7001969
2,0,3,9,7001969
4,6,6,0,7001970
5,5,5,1,7001970
6,4,4,2,7001970
7,3,3,3,7001970
8,2,2,4,7001970
9,1,1,5,7001970
0,3,3,8,7001971
1,2,2,9,7001971
2,1,1,10,7001971
3,8,5,0,7001972
4,7,4,1,7001972
5,6,3,2,7001972
6,5,2,3,7001972
7,4,1,4,7001972
8,3,0,5,7001972
2,2,9,2,7001973
3,1,8,3,7001973
4,0,7,4,7001973
0,4,1,9,7001973
1,3,0,10,7001973
3,9,3,1,7001974
4,8,2,2,7001974
5,7,1,3,7001974
6,6,0,4,7001974
0,5,9,1,7001975
1,4,8,2,7001975
2,3,7,3,7001975
3,2,6,4,7001975
4,1,5,5,7001975
5,0,4,6,7001975
4,9,0,3,7001976
0,6,7,2,7001977
1,5,6,3,7001977
2,4,5,4,7001977
3,3,4,5,7001977
4,2,3,6,7001977
5,1,2,7,7001977
6,0,1,8,7001977
9,5,3,0,7001978
6,1,9,0,7001979
7,0,8,1,7001979
0,7,5,3,7001979
1,6,4,4,7001979
2,5,3,5,7001979
3,4,2,6,7001979
4,3,1,7,7001979
5,2,0,8,7001979
8,7,2,0,7001980
9,6,1,1,7001980
0,0,8,6,7001980
5,3,8,0,7001981
6,2,7,1,7001981
7,1,6,2,7001981
8,0,5,3,7001981
0,8,3,4,7001981
1,7,2,5,7001981
2,6,1,6,7001981
3,5,0,7,7001981
7,9,1,0,7001982
8,8,0,1,7001982
0,1,6,7,7001982
1,0,5,8,7001982
4,5,7,0,7001983
5,4,6,1,7001983
6,3,5,2,7001983
7,2,4,3,7001983
8,1,3,4,7001983
0,9,1,5,7001983
9,0,2,5,7001983
1,8,0,6,7001983
0,2,4,8,7001984
1,1,3,9,7001984
2,0,2,10,7001984
3,7,6,0,7001985
4,6,5,1,7001985
5,5,4,2,7001985
6,4,3,3,7001985
7,3,2,4,7001985
8,2,1,5,7001985
9,1,0,6,7001985
3,0,9,3,7001986
0,3,2,9,7001986
1,2,1,10,7001986
2,9,5,0,7001987
3,8,4,1,7001987
4,7,3,2,7001987
5,6,2,3,7001987
6,5,1,4,7001987
7,4,0,5,7001987
1,3,9,2,7001988
2,2,8,3,7001988
3,1,7,4,7001988
4,0,6,5,7001988
0,4,0,10,7001988
3,9,2,2,7001989
4,8,1,3,7001989
5,7,0,4,7001989
0,5,8,2,7001990
1,4,7,3,7001990
2,3,6,4,7001990
3,2,5,5,7001990
4,1,4,6,7001990
5,0,3,7,7001990
9,4,4,0,7001991
0,6,6,3,7001992
1,5,5,4,7001992
2,4,4,5,7001992
3,3,3,6,7001992
4,2,2,7,7001992
5,1,1,8,7001992
6,0,0,9,7001992
8,6,3,0,7001993
9,5,2,1,7001993
5,2,9,0,7001994
6,1,8,1,7001994
7,0,7,2,7001994
0,7,4,4,7001994
1,6,3,5,7001994
2,5,2,6,7001994
3,4,1,7,7001994
4,3,0,8,7001994
7,8,2,0,7001995
8,7,1,1,7001995
9,6,0,2,7001995
0,0,7,7,7001995
4,4,8,0,7001996
5,3,7,1,7001996
6,2,6,2,7001996
7,1,5,3,7001996
8,0,4,4,7001996
0,8,2,5,7001996
1,7,1,6,7001996
2,6,0,7,7001996
7,9,0,1,7001997
0,1,5,8,7001997
1,0,4,9,7001997
3,6,7,0,7001998
4,5,6,1,7001998
5,4,5,2,7001998
6,3,4,3,7001998
7,2,3,4,7001998
8,1,2,5,7001998
0,9,0,6,7001998
9,0,1,6,7001998
0,2,3,9,7001999
1,1,2,10,7001999
2,8,6,0,7002000
3,7,5,1,7002000
4,6,4,2,7002000
5,5,3,3,7002000
6,4,2,4,7002000
7,3,1,5,7002000
8,2,0,6,7002000
2,1,9,3,7002001
3,0,8,4,7002001
0,3,1,10,7002001
2,9,4,1,7002002
3,8,3,2,7002002
4,7,2,3,7002002
5,6,1,4,7002002
6,5,0,5,7002002
0,4,9,2,7002003
1,3,8,3,7002003
2,2,7,4,7002003
3,1,6,5,7002003
4,0,5,6,7002003
9,3,5,0,7002004
3,9,1,3,7002004
4,8,0,4,7002004
0,5,7,3,7002005
1,4,6,4,7002005
2,3,5,5,7002005
3,2,4,6,7002005
4,1,3,7,7002005
5,0,2,8,7002005
8,5,4,0,7002006
9,4,3,1,7002006
6,0,9,1,7002007
0,6,5,4,7002007
1,5,4,5,7002007
2,4,3,6,7002007
3,3,2,7,7002007
4,2,1,8,7002007
5,1,0,9,7002007
7,7,3,0,7002008
8,6,2,1,7002008
9,5,1,2,7002008
4,3,9,0,7002009
5,2,8,1,7002009
6,1,7,2,7002009
7,0,6,3,7002009
0,7,3,5,7002009
1,6,2,6,7002009
2,5,1,7,7002009
3,4,0,8,7002009
6,9,2,0,7002010
7,8,1,1,7002010
8,7,0,2,7002010
0,0,6,8,7002010
3,5,8,0,7002011
4,4,7,1,7002011
5,3,6,2,7002011
6,2,5,3,7002011
7,1,4,4,7002011
8,0,3,5,7002011
0,8,1,6,7002011
1,7,0,7,7002011
0,1,4,9,7002012
1,0,3,10,7002012
2,7,7,0,7002013
3,6,6,1,7002013
4,5,5,2,7002013
5,4,4,3,7002013
6,3,3,4,7002013
7,2,2,5,7002013
8,1,1,6,7002013
9,0,0,7,7002013
0,2,2,10,7002014
1,9,6,0,7002015
2,8,5,1,7002015
3,7,4,2,7002015
4,6,3,3,7002015
5,5,2,4,7002015
6,4,1,5,7002015
7,3,0,6,7002015
1,2,9,3,7002016
2,1,8,4,7002016
3,0,7,5,7002016
9,2,6,0,7002017
2,9,3,2,7002017
3,8,2,3,7002017
4,7,1,4,7002017
5,6,0,5,7002017
0,4,8,3,7002018
1,3,7,4,7002018
2,2,6,5,7002018
3,1,5,6,7002018
4,0,4,7,7002018
8,4,5,0,7002019
9,3,4,1,7002019
3,9,0,4,7002019
0,5,6,4,7002020
1,4,5,5,7002020
2,3,4,6,7002020
3,2,3,7,7002020
4,1,2,8,7002020
5,0,1,9,7002020
7,6,4,0,7002021
8,5,3,1,7002021
9,4,2,2,7002021
5,1,9,1,7002022
6,0,8,2,7002022
0,6,4,5,7002022
1,5,3,6,7002022
2,4,2,7,7002022
3,3,1,8,7002022
4,2,0,9,7002022
6,8,3,0,7002023
7,7,2,1,7002023
8,6,1,2,7002023
9,5,0,3,7002023
3,4,9,0,7002024
4,3,8,1,7002024
5,2,7,2,7002024
6,1,6,3,7002024
7,0,5,4,7002024
0,7,2,6,7002024
1,6,1,7,7002024
2,5,0,8,7002024
6,9,1,1,7002025
7,8,0,2,7002025
0,0,5,9,7002025
2,6,8,0,7002026
3,5,7,1,7002026
4,4,6,2,7002026
5,3,5,3,7002026
6,2,4,4,7002026
7,1,3,5,7002026
8,0,2,6,7002026
0,8,0,7,7002026
0,1,3,10,7002027
1,8,7,0,7002028
2,7,6,1,7002028
3,6,5,2,7002028
4,5,4,3,7002028
5,4,3,4,7002028
6,3,2,5,7002028
7,2,1,6,7002028
8,1,0,7,7002028
2,0,9,4,7002029
9,1,7,0,7002030
1,9,5,1,7002030
2,8,4,2,7002030
3,7,3,3,7002030
4,6,2,4,7002030
5,5,1,5,7002030
6,4,0,6,7002030
0,3,9,3,7002031
1,2,8,4,7002031
2,1,7,5,7002031
3,0,6,6,7002031
8,3,6,0,7002032
9,2,5,1,7002032
2,9,2,3,7002032
3,8,1,4,7002032
4,7,0,5,7002032
0,4,7,4,7002033
1,3,6,5,7002033
2,2,5,6,7002033
3,1,4,7,7002033
4,0,3,8,7002033
7,5,5,0,7002034
8,4,4,1,7002034
9,3,3,2,7002034
0,5,5,5,7002035
1,4,4,6,7002035
2,3,3,7,7002035
3,2,2,8,7002035
4,1,1,9,7002035
5,0,0,10,7002035
6,7,4,0,7002036
7,6,3,1,7002036
8,5,2,2,7002036
9,4,1,3,7002036
4,2,9,1,7002037
5,1,8,2,7002037
6,0,7,3,7002037
0,6,3,6,7002037
1,5,2,7,7002037
2,4,1,8,7002037
3,3,0,9,7002037
5,9,3,0,7002038
6,8,2,1,7002038
7,7,1,2,7002038
8,6,0,3,7002038
2,5,9,0,7002039
3,4,8,1,7002039
4,3,7,2,7002039
5,2,6,3,7002039
6,1,5,4,7002039
7,0,4,5,7002039
0,7,1,7,7002039
1,6,0,8,7002039
6,9,0,2,7002040
0,0,4,10,7002040
1,7,8,0,7002041
2,6,7,1,7002041
3,5,6,2,7002041
4,4,5,3,7002041
5,3,4,4,7002041
6,2,3,5,7002041
7,1,2,6,7002041
8,0,1,7,7002041
0,9,7,0,7002043
9,0,8,0,7002043
1,8,6,1,7002043
2,7,5,2,7002043
3,6,4,3,7002043
4,5,3,4,7002043
5,4,2,5,7002043
6,3,1,6,7002043
7,2,0,7,7002043
1,1,9,4,7002044
2,0,8,5,7002044
8,2,7,0,7002045
9,1,6,1,7002045
1,9,4,2,7002045
2,8,3,3,7002045
3,7,2,4,7002045
4,6,1,5,7002045
5,5,0,6,7002045
0,3,8,4,7002046
1,2,7,5,7002046
2,1,6,6,7002046
3,0,5,7,7002046
7,4,6,0,7002047
8,3,5,1,7002047
9,2,4,2,7002047
2,9,1,4,7002047
3,8,0,5,7002047
0,4,6,5,7002048
1,3,5,6,7002048
2,2,4,7,7002048
3,1,3,8,7002048
4,0,2,9,7002048
6,6,5,0,7002049
7,5,4,1,7002049
8,4,3,2,7002049
9,3,2,3,7002049
5,0,9,2,7002050
0,5,4,6,7002050
1,4,3,7,7002050
2,3,2,8,7002050
3,2,1,9,7002050
4,1,0,10,7002050
5,8,4,0,7002051
6,7,3,1,7002051
7,6,2,2,7002051
8,5,1,3,7002051
9,4,0,4,7002051
3,3,9,1,7002052
4,2,8,2,7002052
5,1,7,3,7002052
6,0,6,4,7002052
0,6,2,7,7002052
1,5,1,8,7002052
2,4,0,9,7002052
5,9,2,1,7002053
6,8,1,2,7002053
7,7,0,3,7002053
1,6,9,0,7002054
2,5,8,1,7002054
3,4,7,2,7002054
4,3,6,3,7002054
5,2,5,4,7002054
6,1,4,5,7002054
7,0,3,6,7002054
0,7,0,8,7002054
0,8,8,0,7002056
1,7,7,1,7002056
2,6,6,2,7002056
3,5,5,3,7002056
4,4,4,4,7002056
5,3,3,5,7002056
6,2,2,6,7002056
7,1,1,7,7002056
8,0,0,8,7002056
8,1,8,0,7002058
0,9,6,1,7002058
9,0,7,1,7002058
1,8,5,2,7002058
2,7,4,3,7002058
3,6,3,4,7002058
4,5,2,5,7002058
5,4,1,6,7002058
6,3,0,7,7002058
0,2,9,4,7002059
1,1,8,5,7002059
2,0,7,6,7002059
7,3,7,0,7002060
8,2,6,1,7002060
9,1,5,2,7002060
1,9,3,3,7002060
2,8,2,4,7002060
3,7,1,5,7002060
4,6,0,6,7002060
9,9,0,0,7002061
0,3,7,5,7002061
1,2,6,6,7002061
2,1,5,7,7002061
3,0,4,8,7002061
6,5,6,0,7002062
7,4,5,1,7002062
8,3,4,2,7002062
9,2,3,3,7002062
2,9,0,5,7002062
0,4,5,6,7002063
1,3,4,7,7002063
2,2,3,8,7002063
3,1,2,9,7002063
4,0,1,10,7002063
5,7,5,0,7002064
6,6,4,1,7002064
7,5,3,2,7002064
8,4,2,3,7002064
9,3,1,4,7002064
4,1,9,2,7002065
5,0,8,3,7002065
0,5,3,7,7002065
1,4,2,8,7002065
2,3,1,9,7002065
3,2,0,10,7002065
4,9,4,0,7002066
5,8,3,1,7002066
6,7,2,2,7002066
7,6,1,3,7002066
8,5,0,4,7002066
2,4,9,1,7002067
3,3,8,2,7002067
4,2,7,3,7002067
