"ibe","2M","4M","6M","MM"
7,0,3,0,9,7001716
7,2,9,3,0,7001717
7,3,8,2,1,7001717
7,4,7,1,2,7001717
7,5,6,0,3,7001717
7,0,4,8,1,7001718
7,1,3,7,2,7001718
7,2,2,6,3,7001718
7,3,1,5,4,7001718
7,4,0,4,5,7001718
7,3,9,0,2,7001719
7,0,5,6,2,7001720
7,1,4,5,3,7001720
7,2,3,4,4,7001720
7,3,2,3,5,7001720
7,4,1,2,6,7001720
7,5,0,1,7,7001720
7,9,4,2,0,7001721
7,6,0,8,0,7001722
7,0,6,4,3,7001722
7,1,5,3,4,7001722
7,2,4,2,5,7001722
7,3,3,1,6,7001722
7,4,2,0,7,7001722
7,8,6,1,0,7001723
7,9,5,0,1,7001723
7,5,2,7,0,7001724
7,6,1,6,1,7001724
7,7,0,5,2,7001724
7,0,7,2,4,7001724
7,1,6,1,5,7001724
7,2,5,0,6,7001724
7,7,8,0,0,7001725
7,0,0,5,7,7001725
7,4,4,6,0,7001726
7,5,3,5,1,7001726
7,6,2,4,2,7001726
7,7,1,3,3,7001726
7,8,0,2,4,7001726
7,0,8,0,5,7001726
7,0,1,3,8,7001727
7,1,0,2,9,7001727
7,3,6,5,0,7001728
7,4,5,4,1,7001728
7,5,4,3,2,7001728
7,6,3,2,3,7001728
7,7,2,1,4,7001728
7,8,1,0,5,7001728
7,2,0,9,2,7001729
7,0,2,1,9,7001729
7,1,1,0,10,7001729
7,2,8,4,0,7001730
7,3,7,3,1,7001730
7,4,6,2,2,7001730
7,5,5,1,3,7001730
7,6,4,0,4,7001730
7,0,3,9,1,7001731
7,1,2,8,2,7001731
7,2,1,7,3,7001731
7,3,0,6,4,7001731
7,2,9,2,1,7001732
7,3,8,1,2,7001732
7,4,7,0,3,7001732
7,0,4,7,2,7001733
7,1,3,6,3,7001733
7,2,2,5,4,7001733
7,3,1,4,5,7001733
7,4,0,3,6,7001733
7,9,3,3,0,7001734
7,0,5,5,3,7001735
7,1,4,4,4,7001735
7,2,3,3,5,7001735
7,3,2,2,6,7001735
7,4,1,1,7,7001735
7,5,0,0,8,7001735
7,8,5,2,0,7001736
7,9,4,1,1,7001736
7,5,1,8,0,7001737
7,6,0,7,1,7001737
7,0,6,3,4,7001737
7,1,5,2,5,7001737
7,2,4,1,6,7001737
7,3,3,0,7,7001737
7,7,7,1,0,7001738
7,8,6,0,1,7001738
7,4,3,7,0,7001739
7,5,2,6,1,7001739
7,6,1,5,2,7001739
7,7,0,4,3,7001739
7,0,7,1,5,7001739
7,1,6,0,6,7001739
7,6,9,0,0,7001740
7,0,0,4,8,7001740
7,3,5,6,0,7001741
7,4,4,5,1,7001741
7,5,3,4,2,7001741
7,6,2,3,3,7001741
7,7,1,2,4,7001741
7,8,0,1,5,7001741
7,0,1,2,9,7001742
7,1,0,1,10,7001742
7,2,7,5,0,7001743
7,3,6,4,1,7001743
7,4,5,3,2,7001743
7,5,4,2,3,7001743
7,6,3,1,4,7001743
7,7,2,0,5,7001743
7,1,1,9,2,7001744
7,2,0,8,3,7001744
7,0,2,0,10,7001744
7,1,9,4,0,7001745
7,2,8,3,1,7001745
7,3,7,2,2,7001745
7,4,6,1,3,7001745
7,5,5,0,4,7001745
7,0,3,8,2,7001746
7,1,2,7,3,7001746
7,2,1,6,4,7001746
7,3,0,5,5,7001746
7,9,2,4,0,7001747
7,2,9,1,2,7001747
7,3,8,0,3,7001747
7,0,4,6,3,7001748
7,1,3,5,4,7001748
7,2,2,4,5,7001748
7,3,1,3,6,7001748
7,4,0,2,7,7001748
7,8,4,3,0,7001749
7,9,3,2,1,7001749
7,5,0,9,0,7001750
7,0,5,4,4,7001750
7,1,4,3,5,7001750
7,2,3,2,6,7001750
7,3,2,1,7,7001750
7,4,1,0,8,7001750
7,7,6,2,0,7001751
7,8,5,1,1,7001751
7,9,4,0,2,7001751
7,4,2,8,0,7001752
7,5,1,7,1,7001752
7,6,0,6,2,7001752
7,0,6,2,5,7001752
7,1,5,1,6,7001752
7,2,4,0,7,7001752
7,6,8,1,0,7001753
7,7,7,0,1,7001753
7,3,4,7,0,7001754
7,4,3,6,1,7001754
7,5,2,5,2,7001754
7,6,1,4,3,7001754
7,7,0,3,4,7001754
7,0,7,0,6,7001754
7,0,0,3,9,7001755
7,2,6,6,0,7001756
7,3,5,5,1,7001756
7,4,4,4,2,7001756
7,5,3,3,3,7001756
7,6,2,2,4,7001756
7,7,1,1,5,7001756
7,8,0,0,6,7001756
7,0,1,1,10,7001757
7,1,8,5,0,7001758
7,2,7,4,1,7001758
7,3,6,3,2,7001758
7,4,5,2,3,7001758
7,5,4,1,4,7001758
7,6,3,0,5,7001758
7,0,2,9,2,7001759
7,1,1,8,3,7001759
7,2,0,7,4,7001759
7,9,1,5,0,7001760
7,1,9,3,1,7001760
7,2,8,2,2,7001760
7,3,7,1,3,7001760
7,4,6,0,4,7001760
7,0,3,7,3,7001761
7,1,2,6,4,7001761
7,2,1,5,5,7001761
7,3,0,4,6,7001761
7,8,3,4,0,7001762
7,9,2,3,1,7001762
7,2,9,0,3,7001762
7,0,4,5,4,7001763
7,1,3,4,5,7001763
7,2,2,3,6,7001763
7,3,1,2,7,7001763
7,4,0,1,8,7001763
7,7,5,3,0,7001764
7,8,4,2,1,7001764
7,9,3,1,2,7001764
7,4,1,9,0,7001765
7,5,0,8,1,7001765
7,0,5,3,5,7001765
7,1,4,2,6,7001765
7,2,3,1,7,7001765
7,3,2,0,8,7001765
7,6,7,2,0,7001766
7,7,6,1,1,7001766
7,8,5,0,2,7001766
7,3,3,8,0,7001767
7,4,2,7,1,7001767
7,5,1,6,2,7001767
7,6,0,5,3,7001767
7,0,6,1,6,7001767
7,1,5,0,7,7001767
7,5,9,1,0,7001768
7,6,8,0,1,7001768
7,2,5,7,0,7001769
7,3,4,6,1,7001769
7,4,3,5,2,7001769
7,5,2,4,3,7001769
7,6,1,3,4,7001769
7,7,0,2,5,7001769
7,0,0,2,10,7001770
7,1,7,6,0,7001771
7,2,6,5,1,7001771
7,3,5,4,2,7001771
7,4,4,3,3,7001771
7,5,3,2,4,7001771
7,6,2,1,5,7001771
7,7,1,0,6,7001771
7,1,0,9,3,7001772
7,0,9,5,0,7001773
7,9,0,6,0,7001773
7,1,8,4,1,7001773
7,2,7,3,2,7001773
7,3,6,2,3,7001773
7,4,5,1,4,7001773
7,5,4,0,5,7001773
7,0,2,8,3,7001774
7,1,1,7,4,7001774
7,2,0,6,5,7001774
7,8,2,5,0,7001775
7,9,1,4,1,7001775
7,1,9,2,2,7001775
7,2,8,1,3,7001775
7,3,7,0,4,7001775
7,0,3,6,4,7001776
7,1,2,5,5,7001776
7,2,1,4,6,7001776
7,3,0,3,7,7001776
7,7,4,4,0,7001777
7,8,3,3,1,7001777
7,9,2,2,2,7001777
7,0,4,4,5,7001778
7,1,3,3,6,7001778
7,2,2,2,7,7001778
7,3,1,1,8,7001778
7,4,0,0,9,7001778
7,6,6,3,0,7001779
7,7,5,2,1,7001779
7,8,4,1,2,7001779
7,9,3,0,3,7001779
7,3,2,9,0,7001780
7,4,1,8,1,7001780
7,5,0,7,2,7001780
7,0,5,2,6,7001780
7,1,4,1,7,7001780
7,2,3,0,8,7001780
7,5,8,2,0,7001781
7,6,7,1,1,7001781
7,7,6,0,2,7001781
7,2,4,8,0,7001782
7,3,3,7,1,7001782
7,4,2,6,2,7001782
7,5,1,5,3,7001782
7,6,0,4,4,7001782
7,0,6,0,7,7001782
7,5,9,0,1,7001783
7,1,6,7,0,7001784
7,2,5,6,1,7001784
7,3,4,5,2,7001784
7,4,3,4,3,7001784
7,5,2,3,4,7001784
7,6,1,2,5,7001784
7,7,0,1,6,7001784
7,0,8,6,0,7001786
7,1,7,5,1,7001786
7,2,6,4,2,7001786
7,3,5,3,3,7001786
7,4,4,2,4,7001786
7,5,3,1,5,7001786
7,6,2,0,6,7001786
7,0,1,9,3,7001787
7,1,0,8,4,7001787
7,8,1,6,0,7001788
7,0,9,4,1,7001788
7,9,0,5,1,7001788
7,1,8,3,2,7001788
7,2,7,2,3,7001788
7,3,6,1,4,7001788
7,4,5,0,5,7001788
7,0,2,7,4,7001789
7,1,1,6,5,7001789
7,2,0,5,6,7001789
7,7,3,5,0,7001790
7,8,2,4,1,7001790
7,9,1,3,2,7001790
7,1,9,1,3,7001790
7,2,8,0,4,7001790
7,0,3,5,5,7001791
7,1,2,4,6,7001791
7,2,1,3,7,7001791
7,3,0,2,8,7001791
7,6,5,4,0,7001792
7,7,4,3,1,7001792
7,8,3,2,2,7001792
7,9,2,1,3,7001792
7,4,0,9,1,7001793
7,0,4,3,6,7001793
7,1,3,2,7,7001793
7,2,2,1,8,7001793
7,3,1,0,9,7001793
7,5,7,3,0,7001794
7,6,6,2,1,7001794
7,7,5,1,2,7001794
7,8,4,0,3,7001794
7,2,3,9,0,7001795
7,3,2,8,1,7001795
7,4,1,7,2,7001795
7,5,0,6,3,7001795
7,0,5,1,7,7001795
7,1,4,0,8,7001795
7,4,9,2,0,7001796
7,5,8,1,1,7001796
7,6,7,0,2,7001796
7,1,5,8,0,7001797
7,2,4,7,1,7001797
7,3,3,6,2,7001797
7,4,2,5,3,7001797
7,5,1,4,4,7001797
7,6,0,3,5,7001797
7,0,7,7,0,7001799
7,1,6,6,1,7001799
7,2,5,5,2,7001799
7,3,4,4,3,7001799
7,4,3,3,4,7001799
7,5,2,2,5,7001799
7,6,1,1,6,7001799
7,7,0,0,7,7001799
7,8,0,7,0,7001801
7,0,8,5,1,7001801
7,1,7,4,2,7001801
7,2,6,3,3,7001801
7,3,5,2,4,7001801
7,4,4,1,5,7001801
7,5,3,0,6,7001801
7,0,1,8,4,7001802
7,1,0,7,5,7001802
7,7,2,6,0,7001803
7,8,1,5,1,7001803
7,0,9,3,2,7001803
7,9,0,4,2,7001803
7,1,8,2,3,7001803
7,2,7,1,4,7001803
7,3,6,0,5,7001803
7,0,2,6,5,7001804
7,1,1,5,6,7001804
7,2,0,4,7,7001804
7,6,4,5,0,7001805
7,7,3,4,1,7001805
7,8,2,3,2,7001805
7,9,1,2,3,7001805
7,1,9,0,4,7001805
7,0,3,4,6,7001806
7,1,2,3,7,7001806
7,2,1,2,8,7001806
7,3,0,1,9,7001806
7,5,6,4,0,7001807
7,6,5,3,1,7001807
7,7,4,2,2,7001807
7,8,3,1,3,7001807
7,9,2,0,4,7001807
7,3,1,9,1,7001808
7,4,0,8,2,7001808
7,0,4,2,7,7001808
7,1,3,1,8,7001808
7,2,2,0,9,7001808
7,4,8,3,0,7001809
7,5,7,2,1,7001809
7,6,6,1,2,7001809
7,7,5,0,3,7001809
7,1,4,9,0,7001810
7,2,3,8,1,7001810
7,3,2,7,2,7001810
7,4,1,6,3,7001810
7,5,0,5,4,7001810
7,0,5,0,8,7001810
7,4,9,1,1,7001811
7,5,8,0,2,7001811
7,0,6,8,0,7001812
7,1,5,7,1,7001812
7,2,4,6,2,7001812
7,3,3,5,3,7001812
7,4,2,4,4,7001812
7,5,1,3,5,7001812
7,6,0,2,6,7001812
7,0,7,6,1,7001814
7,1,6,5,2,7001814
7,2,5,4,3,7001814
7,3,4,3,4,7001814
7,4,3,2,5,7001814
7,5,2,1,6,7001814
7,6,1,0,7,7001814
7,0,0,9,4,7001815
7,7,1,7,0,7001816
7,8,0,6,1,7001816
7,0,8,4,2,7001816
7,1,7,3,3,7001816
7,2,6,2,4,7001816
7,3,5,1,5,7001816
7,4,4,0,6,7001816
7,9,7,0,0,7001817
7,0,1,7,5,7001817
7,1,0,6,6,7001817
7,6,3,6,0,7001818
7,7,2,5,1,7001818
7,8,1,4,2,7001818
7,0,9,2,3,7001818
7,9,0,3,3,7001818
7,1,8,1,4,7001818
7,2,7,0,5,7001818
7,0,2,5,6,7001819
7,1,1,4,7,7001819
7,2,0,3,8,7001819
7,5,5,5,0,7001820
7,6,4,4,1,7001820
7,7,3,3,2,7001820
7,8,2,2,3,7001820
7,9,1,1,4,7001820
7,0,3,3,7,7001821
7,1,2,2,8,7001821
7,2,1,1,9,7001821
7,3,0,0,10,7001821
7,4,7,4,0,7001822
7,5,6,3,1,7001822
7,6,5,2,2,7001822
7,7,4,1,3,7001822
7,8,3,0,4,7001822
7,2,2,9,1,7001823
7,3,1,8,2,7001823
7,4,0,7,3,7001823
7,0,4,1,8,7001823
7,1,3,0,9,7001823
7,3,9,3,0,7001824
7,4,8,2,1,7001824
7,5,7,1,2,7001824
7,6,6,0,3,7001824
7,0,5,9,0,7001825
7,1,4,8,1,7001825
7,2,3,7,2,7001825
7,3,2,6,3,7001825
7,4,1,5,4,7001825
7,5,0,4,5,7001825
7,4,9,0,2,7001826
7,0,6,7,1,7001827
7,1,5,6,2,7001827
7,2,4,5,3,7001827
7,3,3,4,4,7001827
7,4,2,3,5,7001827
7,5,1,2,6,7001827
7,6,0,1,7,7001827
7,7,0,8,0,7001829
7,0,7,5,2,7001829
7,1,6,4,3,7001829
7,2,5,3,4,7001829
7,3,4,2,5,7001829
7,4,3,1,6,7001829
7,5,2,0,7,7001829
7,9,6,1,0,7001830
7,0,0,8,5,7001830
7,6,2,7,0,7001831
7,7,1,6,1,7001831
7,8,0,5,2,7001831
7,0,8,3,3,7001831
7,1,7,2,4,7001831
7,2,6,1,5,7001831
7,3,5,0,6,7001831
7,8,8,0,0,7001832
7,0,1,6,6,7001832
7,1,0,5,7,7001832
7,5,4,6,0,7001833
7,6,3,5,1,7001833
7,7,2,4,2,7001833
7,8,1,3,3,7001833
7,0,9,1,4,7001833
7,9,0,2,4,7001833
7,1,8,0,5,7001833
7,0,2,4,7,7001834
7,1,1,3,8,7001834
7,2,0,2,9,7001834
7,4,6,5,0,7001835
7,5,5,4,1,7001835
7,6,4,3,2,7001835
7,7,3,2,3,7001835
7,8,2,1,4,7001835
7,9,1,0,5,7001835
7,3,0,9,2,7001836
7,0,3,2,8,7001836
7,1,2,1,9,7001836
7,2,1,0,10,7001836
7,3,8,4,0,7001837
7,4,7,3,1,7001837
7,5,6,2,2,7001837
7,6,5,1,3,7001837
7,7,4,0,4,7001837
7,1,3,9,1,7001838
7,2,2,8,2,7001838
7,3,1,7,3,7001838
7,4,0,6,4,7001838
7,0,4,0,9,7001838
7,3,9,2,1,7001839
7,4,8,1,2,7001839
7,5,7,0,3,7001839
7,0,5,8,1,7001840
7,1,4,7,2,7001840
7,2,3,6,3,7001840
7,3,2,5,4,7001840
7,4,1,4,5,7001840
7,5,0,3,6,7001840
7,0,6,6,2,7001842
7,1,5,5,3,7001842
7,2,4,4,4,7001842
7,3,3,3,5,7001842
7,4,2,2,6,7001842
7,5,1,1,7,7001842
7,6,0,0,8,7001842
7,9,5,2,0,7001843
7,6,1,8,0,7001844
7,7,0,7,1,7001844
7,0,7,4,3,7001844
7,1,6,3,4,7001844
7,2,5,2,5,7001844
7,3,4,1,6,7001844
7,4,3,0,7,7001844
7,8,7,1,0,7001845
7,9,6,0,1,7001845
7,0,0,7,6,7001845
7,5,3,7,0,7001846
7,6,2,6,1,7001846
7,7,1,5,2,7001846
7,8,0,4,3,7001846
7,0,8,2,4,7001846
7,1,7,1,5,7001846
7,2,6,0,6,7001846
7,7,9,0,0,7001847
7,0,1,5,7,7001847
7,1,0,4,8,7001847
7,4,5,6,0,7001848
7,5,4,5,1,7001848
7,6,3,4,2,7001848
7,7,2,3,3,7001848
7,8,1,2,4,7001848
7,0,9,0,5,7001848
7,9,0,1,5,7001848
7,0,2,3,8,7001849
7,1,1,2,9,7001849
7,2,0,1,10,7001849
7,3,7,5,0,7001850
7,4,6,4,1,7001850
7,5,5,3,2,7001850
7,6,4,2,3,7001850
7,7,3,1,4,7001850
7,8,2,0,5,7001850
7,2,1,9,2,7001851
7,3,0,8,3,7001851
7,0,3,1,9,7001851
7,1,2,0,10,7001851
7,2,9,4,0,7001852
7,3,8,3,1,7001852
7,4,7,2,2,7001852
7,5,6,1,3,7001852
7,6,5,0,4,7001852
7,0,4,9,1,7001853
7,1,3,8,2,7001853
7,2,2,7,3,7001853
7,3,1,6,4,7001853
7,4,0,5,5,7001853
7,3,9,1,2,7001854
7,4,8,0,3,7001854
7,0,5,7,2,7001855
7,1,4,6,3,7001855
7,2,3,5,4,7001855
7,3,2,4,5,7001855
7,4,1,3,6,7001855
7,5,0,2,7,7001855
7,9,4,3,0,7001856
7,6,0,9,0,7001857
7,0,6,5,3,7001857
7,1,5,4,4,7001857
7,2,4,3,5,7001857
7,3,3,2,6,7001857
7,4,2,1,7,7001857
7,5,1,0,8,7001857
7,8,6,2,0,7001858
7,9,5,1,1,7001858
7,5,2,8,0,7001859
7,6,1,7,1,7001859
7,7,0,6,2,7001859
7,0,7,3,4,7001859
7,1,6,2,5,7001859
7,2,5,1,6,7001859
7,3,4,0,7,7001859
7,7,8,1,0,7001860
7,8,7,0,1,7001860
7,0,0,6,7,7001860
7,4,4,7,0,7001861
7,5,3,6,1,7001861
7,6,2,5,2,7001861
7,7,1,4,3,7001861
7,8,0,3,4,7001861
7,0,8,1,5,7001861
7,1,7,0,6,7001861
7,0,1,4,8,7001862
7,1,0,3,9,7001862
7,3,6,6,0,7001863
7,4,5,5,1,7001863
7,5,4,4,2,7001863
7,6,3,3,3,7001863
7,7,2,2,4,7001863
7,8,1,1,5,7001863
7,9,0,0,6,7001863
7,0,2,2,9,7001864
7,1,1,1,10,7001864
7,2,8,5,0,7001865
7,3,7,4,1,7001865
7,4,6,3,2,7001865
7,5,5,2,3,7001865
7,6,4,1,4,7001865
7,7,3,0,5,7001865
7,1,2,9,2,7001866
7,2,1,8,3,7001866
7,3,0,7,4,7001866
7,0,3,0,10,7001866
7,2,9,3,1,7001867
7,3,8,2,2,7001867
7,4,7,1,3,7001867
7,5,6,0,4,7001867
7,0,4,8,2,7001868
7,1,3,7,3,7001868
7,2,2,6,4,7001868
7,3,1,5,5,7001868
7,4,0,4,6,7001868
7,9,3,4,0,7001869
7,3,9,0,3,7001869
7,0,5,6,3,7001870
7,1,4,5,4,7001870
7,2,3,4,5,7001870
7,3,2,3,6,7001870
7,4,1,2,7,7001870
7,5,0,1,8,7001870
7,8,5,3,0,7001871
7,9,4,2,1,7001871
7,5,1,9,0,7001872
7,6,0,8,1,7001872
7,0,6,4,4,7001872
7,1,5,3,5,7001872
7,2,4,2,6,7001872
7,3,3,1,7,7001872
7,4,2,0,8,7001872
7,7,7,2,0,7001873
7,8,6,1,1,7001873
7,9,5,0,2,7001873
7,4,3,8,0,7001874
7,5,2,7,1,7001874
7,6,1,6,2,7001874
7,7,0,5,3,7001874
7,0,7,2,5,7001874
7,1,6,1,6,7001874
7,2,5,0,7,7001874
7,6,9,1,0,7001875
7,7,8,0,1,7001875
7,0,0,5,8,7001875
7,3,5,7,0,7001876
7,4,4,6,1,7001876
7,5,3,5,2,7001876
7,6,2,4,3,7001876
7,7,1,3,4,7001876
7,8,0,2,5,7001876
7,0,8,0,6,7001876
7,0,1,3,9,7001877
7,1,0,2,10,7001877
7,2,7,6,0,7001878
7,3,6,5,1,7001878
7,4,5,4,2,7001878
7,5,4,3,3,7001878
7,6,3,2,4,7001878
7,7,2,1,5,7001878
7,8,1,0,6,7001878
7,2,0,9,3,7001879
7,0,2,1,10,7001879
7,1,9,5,0,7001880
7,2,8,4,1,7001880
7,3,7,3,2,7001880
7,4,6,2,3,7001880
7,5,5,1,4,7001880
7,6,4,0,5,7001880
7,0,3,9,2,7001881
7,1,2,8,3,7001881
7,2,1,7,4,7001881
7,3,0,6,5,7001881
7,9,2,5,0,7001882
7,2,9,2,2,7001882
7,3,8,1,3,7001882
7,4,7,0,4,7001882
7,0,4,7,3,7001883
7,1,3,6,4,7001883
7,2,2,5,5,7001883
7,3,1,4,6,7001883
7,4,0,3,7,7001883
7,8,4,4,0,7001884
7,9,3,3,1,7001884
7,0,5,5,4,7001885
7,1,4,4,5,7001885
7,2,3,3,6,7001885
7,3,2,2,7,7001885
7,4,1,1,8,7001885
7,5,0,0,9,7001885
7,7,6,3,0,7001886
7,8,5,2,1,7001886
7,9,4,1,2,7001886
7,4,2,9,0,7001887
7,5,1,8,1,7001887
7,6,0,7,2,7001887
7,0,6,3,5,7001887
7,1,5,2,6,7001887
7,2,4,1,7,7001887
7,3,3,0,8,7001887
7,6,8,2,0,7001888
7,7,7,1,1,7001888
7,8,6,0,2,7001888
7,3,4,8,0,7001889
7,4,3,7,1,7001889
7,5,2,6,2,7001889
7,6,1,5,3,7001889
7,7,0,4,4,7001889
7,0,7,1,6,7001889
7,1,6,0,7,7001889
7,6,9,0,1,7001890
7,0,0,4,9,7001890
7,2,6,7,0,7001891
7,3,5,6,1,7001891
7,4,4,5,2,7001891
7,5,3,4,3,7001891
7,6,2,3,4,7001891
7,7,1,2,5,7001891
7,8,0,1,6,7001891
7,0,1,2,10,7001892
7,1,8,6,0,7001893
7,2,7,5,1,7001893
7,3,6,4,2,7001893
7,4,5,3,3,7001893
7,5,4,2,4,7001893
7,6,3,1,5,7001893
7,7,2,0,6,7001893
7,1,1,9,3,7001894
7,2,0,8,4,7001894
7,9,1,6,0,7001895
7,1,9,4,1,7001895
7,2,8,3,2,7001895
7,3,7,2,3,7001895
7,4,6,1,4,7001895
7,5,5,0,5,7001895
7,0,3,8,3,7001896
7,1,2,7,4,7001896
7,2,1,6,5,7001896
7,3,0,5,6,7001896
7,8,3,5,0,7001897
7,9,2,4,1,7001897
7,2,9,1,3,7001897
7,3,8,0,4,7001897
7,0,4,6,4,7001898
7,1,3,5,5,7001898
7,2,2,4,6,7001898
7,3,1,3,7,7001898
7,4,0,2,8,7001898
7,7,5,4,0,7001899
7,8,4,3,1,7001899
7,9,3,2,2,7001899
7,5,0,9,1,7001900
7,0,5,4,5,7001900
7,1,4,3,6,7001900
7,2,3,2,7,7001900
7,3,2,1,8,7001900
7,4,1,0,9,7001900
7,6,7,3,0,7001901
7,7,6,2,1,7001901
7,8,5,1,2,7001901
7,9,4,0,3,7001901
7,3,3,9,0,7001902
7,4,2,8,1,7001902
7,5,1,7,2,7001902
7,6,0,6,3,7001902
7,0,6,2,6,7001902
7,1,5,1,7,7001902
7,2,4,0,8,7001902
7,5,9,2,0,7001903
7,6,8,1,1,7001903
7,7,7,0,2,7001903
7,2,5,8,0,7001904
7,3,4,7,1,7001904
7,4,3,6,2,7001904
7,5,2,5,3,7001904
7,6,1,4,4,7001904
7,7,0,3,5,7001904
7,0,7,0,7,7001904
7,0,0,3,10,7001905
7,1,7,7,0,7001906
7,2,6,6,1,7001906
7,3,5,5,2,7001906
7,4,4,4,3,7001906
7,5,3,3,4,7001906
7,6,2,2,5,7001906
7,7,1,1,6,7001906
7,8,0,0,7,7001906
7,0,9,6,0,7001908
7,9,0,7,0,7001908
7,1,8,5,1,7001908
7,2,7,4,2,7001908
7,3,6,3,3,7001908
7,4,5,2,4,7001908
7,5,4,1,5,7001908
7,6,3,0,6,7001908
7,0,2,9,3,7001909
7,1,1,8,4,7001909
7,2,0,7,5,7001909
7,8,2,6,0,7001910
7,9,1,5,1,7001910
7,1,9,3,2,7001910
7,2,8,2,3,7001910
7,3,7,1,4,7001910
7,4,6,0,5,7001910
7,0,3,7,4,7001911
7,1,2,6,5,7001911
7,2,1,5,6,7001911
7,3,0,4,7,7001911
7,7,4,5,0,7001912
7,8,3,4,1,7001912
7,9,2,3,2,7001912
7,2,9,0,4,7001912
7,0,4,5,5,7001913
7,1,3,4,6,7001913
7,2,2,3,7,7001913
7,3,1,2,8,7001913
7,4,0,1,9,7001913
7,6,6,4,0,7001914
7,7,5,3,1,7001914
7,8,4,2,2,7001914
7,9,3,1,3,7001914
7,4,1,9,1,7001915
7,5,0,8,2,7001915
7,0,5,3,6,7001915
7,1,4,2,7,7001915
7,2,3,1,8,7001915
7,3,2,0,9,7001915
7,5,8,3,0,7001916
7,6,7,2,1,7001916
7,7,6,1,2,7001916
7,8,5,0,3,7001916
7,2,4,9,0,7001917
7,3,3,8,1,7001917
7,4,2,7,2,7001917
7,5,1,6,3,7001917
7,6,0,5,4,7001917
7,0,6,1,7,7001917
7,1,5,0,8,7001917
7,5,9,1,1,7001918
7,6,8,0,2,7001918
7,1,6,8,0,7001919
7,2,5,7,1,7001919
7,3,4,6,2,7001919
7,4,3,5,3,7001919
7,5,2,4,4,7001919
7,6,1,3,5,7001919
7,7,0,2,6,7001919
7,0,8,7,0,7001921
7,1,7,6,1,7001921
7,2,6,5,2,7001921
7,3,5,4,3,7001921
7,4,4,3,4,7001921
7,5,3,2,5,7001921
7,6,2,1,6,7001921
7,7,1,0,7,7001921
7,1,0,9,4,7001922
7,8,1,7,0,7001923
7,0,9,5,1,7001923
7,9,0,6,1,7001923
7,1,8,4,2,7001923
7,2,7,3,3,7001923
7,3,6,2,4,7001923
7,4,5,1,5,7001923
7,5,4,0,6,7001923
7,0,2,8,4,7001924
7,1,1,7,5,7001924
7,2,0,6,6,7001924
7,7,3,6,0,7001925
7,8,2,5,1,7001925
7,9,1,4,2,7001925
7,1,9,2,3,7001925
7,2,8,1,4,7001925
7,3,7,0,5,7001925
7,0,3,6,5,7001926
7,1,2,5,6,7001926
7,2,1,4,7,7001926
7,3,0,3,8,7001926
7,6,5,5,0,7001927
7,7,4,4,1,7001927
7,8,3,3,2,7001927
7,9,2,2,3,7001927
7,0,4,4,6,7001928
7,1,3,3,7,7001928
7,2,2,2,8,7001928
7,3,1,1,9,7001928
7,4,0,0,10,7001928
7,5,7,4,0,7001929
7,6,6,3,1,7001929
7,7,5,2,2,7001929
7,8,4,1,3,7001929
7,9,3,0,4,7001929
7,3,2,9,1,7001930
7,4,1,8,2,7001930
7,5,0,7,3,7001930
7,0,5,2,7,7001930
7,1,4,1,8,7001930
7,2,3,0,9,7001930
7,4,9,3,0,7001931
7,5,8,2,1,7001931
7,6,7,1,2,7001931
7,7,6,0,3,7001931
7,1,5,9,0,7001932
7,2,4,8,1,7001932
7,3,3,7,2,7001932
7,4,2,6,3,7001932
7,5,1,5,4,7001932
7,6,0,4,5,7001932
7,0,6,0,8,7001932
7,5,9,0,2,7001933
7,0,7,8,0,7001934
7,1,6,7,1,7001934
7,2,5,6,2,7001934
7,3,4,5,3,7001934
7,4,3,4,4,7001934
7,5,2,3,5,7001934
7,6,1,2,6,7001934
7,7,0,1,7,7001934
7,8,0,8,0,7001936
7,0,8,6,1,7001936
7,1,7,5,2,7001936
7,2,6,4,3,7001936
7,3,5,3,4,7001936
7,4,4,2,5,7001936
7,5,3,1,6,7001936
7,6,2,0,7,7001936
7,0,1,9,4,7001937
7,1,0,8,5,7001937
7,7,2,7,0,7001938
7,8,1,6,1,7001938
7,0,9,4,2,7001938
7,9,0,5,2,7001938
7,1,8,3,3,7001938
7,2,7,2,4,7001938
7,3,6,1,5,7001938
7,4,5,0,6,7001938
7,9,8,0,0,7001939
7,0,2,7,5,7001939
7,1,1,6,6,7001939
7,2,0,5,7,7001939
7,6,4,6,0,7001940
7,7,3,5,1,7001940
7,8,2,4,2,7001940
7,9,1,3,3,7001940
7,1,9,1,4,7001940
7,2,8,0,5,7001940
7,0,3,5,6,7001941
7,1,2,4,7,7001941
7,2,1,3,8,7001941
7,3,0,2,9,7001941
7,5,6,5,0,7001942
7,6,5,4,1,7001942
7,7,4,3,2,7001942
7,8,3,2,3,7001942
7,9,2,1,4,7001942
7,4,0,9,2,7001943
7,0,4,3,7,7001943
7,1,3,2,8,7001943
7,2,2,1,9,7001943
7,3,1,0,10,7001943
7,4,8,4,0,7001944
7,5,7,3,1,7001944
7,6,6,2,2,7001944
7,7,5,1,3,7001944
7,8,4,0,4,7001944
7,2,3,9,1,7001945
7,3,2,8,2,7001945
7,4,1,7,3,7001945
7,5,0,6,4,7001945
7,0,5,1,8,7001945
7,1,4,0,9,7001945
